CarID,CarMake,CarModel,PlateNo,RegistrationDate,RegistrationExpiryDate
CAR566,Toyota,Luxury,F-3637,2024-01-27,2025-01-26
CAR567,Mercedes,Compact,B-3665,2023-06-20,2024-06-19
CAR563,Toyota,SUV,E-6536,2023-10-11,2024-10-10
CAR771,BMW,SUV,B-7070,2024-06-26,2025-06-26
CAR438,Audi,SUV,F-2256,2023-05-01,2024-04-30
CAR753,Toyota,Sports,B-9476,2023-07-22,2024-07-21
CAR612,Audi,Luxury,C-6570,2024-08-07,2025-08-07
CAR533,Mercedes,Sedan,F-8967,2024-06-04,2025-06-04
CAR432,Honda,Luxury,C-9728,2023-04-24,2024-04-23
CAR924,Honda,SUV,B-5706,2024-01-12,2025-01-11
CAR864,Toyota,SUV,F-3021,2023-03-19,2024-03-18
CAR703,BMW,Sedan,A-5898,2023-01-03,2024-01-03
CAR212,Mercedes,Sedan,D-3353,2023-02-02,2024-02-02
CAR904,Nissan,Sedan,D-8390,2024-06-25,2025-06-25
CAR347,Honda,SUV,B-7779,2024-11-07,2025-11-07
CAR826,Toyota,Compact,B-2884,2023-07-06,2024-07-05
CAR386,Nissan,Sedan,B-2082,2023-08-03,2024-08-02
CAR833,Toyota,SUV,F-7788,2023-02-28,2024-02-28
CAR717,Toyota,SUV,C-5606,2024-09-16,2025-09-16
CAR889,Toyota,Sports,F-3984,2024-08-24,2025-08-24
CAR152,Toyota,Compact,C-7640,2024-01-17,2025-01-16
CAR219,Audi,Sports,A-6421,2023-10-08,2024-10-07
CAR192,Audi,Luxury,A-5057,2022-12-24,2023-12-24
CAR315,Nissan,Sports,F-7221,2023-03-15,2024-03-14
CAR746,Mercedes,Sports,E-1109,2023-02-28,2024-02-28
CAR729,BMW,Sedan,D-4585,2024-08-04,2025-08-04
CAR675,Nissan,Compact,E-5212,2024-05-31,2025-05-31
CAR857,Nissan,Luxury,A-1674,2024-04-30,2025-04-30
CAR780,Nissan,Sports,F-4596,2023-05-27,2024-05-26
CAR394,Honda,Sedan,D-3952,2024-09-12,2025-09-12
CAR891,Nissan,Luxury,D-4671,2024-09-03,2025-09-03
CAR928,Audi,SUV,E-8890,2023-10-30,2024-10-29
CAR336,Nissan,SUV,A-1599,2024-08-27,2025-08-27
CAR978,BMW,Luxury,C-2036,2024-02-23,2025-02-22
CAR304,Mercedes,Luxury,F-4951,2023-08-31,2024-08-30
CAR401,Nissan,Luxury,E-6334,2023-07-30,2024-07-29
CAR399,Mercedes,Compact,B-2142,2022-12-18,2023-12-18
CAR306,Toyota,SUV,E-9426,2023-12-07,2024-12-06
CAR254,Audi,Sports,C-8589,2024-03-02,2025-03-02
CAR521,Toyota,Sports,E-9135,2024-05-07,2025-05-07
CAR910,Mercedes,SUV,F-7769,2024-10-08,2025-10-08
CAR887,Honda,SUV,F-8313,2023-07-30,2024-07-29
CAR599,BMW,SUV,B-8343,2023-07-24,2024-07-23
CAR620,Mercedes,Sedan,B-9899,2024-06-13,2025-06-13
CAR902,Audi,Luxury,B-5475,2023-07-24,2024-07-23
CAR698,Audi,Sports,B-4491,2023-05-11,2024-05-10
CAR160,Toyota,Luxury,B-3326,2024-06-20,2025-06-20
CAR969,Audi,SUV,D-2404,2024-06-12,2025-06-12
CAR481,Nissan,Sports,E-8075,2024-09-01,2025-09-01
CAR719,Mercedes,Luxury,C-9331,2024-06-03,2025-06-03
CAR666,Audi,Compact,C-8910,2024-09-22,2025-09-22
CAR782,Audi,Compact,C-8848,2024-04-17,2025-04-17
CAR605,Audi,Luxury,B-7150,2023-11-24,2024-11-23
CAR478,Honda,Sedan,F-4545,2024-04-23,2025-04-23
CAR577,Nissan,Sports,B-9097,2024-01-31,2025-01-30
CAR844,Honda,Sports,B-7872,2023-01-06,2024-01-06
CAR682,Honda,Sports,D-9589,2022-12-04,2023-12-04
CAR570,Toyota,Luxury,C-1664,2023-05-01,2024-04-30
CAR938,Mercedes,Sedan,E-6686,2022-12-03,2023-12-03
CAR918,Toyota,Sedan,B-9020,2023-08-23,2024-08-22
CAR113,Toyota,Compact,B-9675,2024-07-11,2025-07-11
CAR262,Mercedes,SUV,E-3871,2023-05-06,2024-05-05
CAR786,Mercedes,Sports,B-7878,2023-06-14,2024-06-13
CAR647,Toyota,Compact,F-4776,2024-05-11,2025-05-11
CAR368,Toyota,Compact,C-6407,2022-11-24,2023-11-24
CAR780,Audi,Sports,F-3033,2023-03-11,2024-03-10
CAR697,BMW,Luxury,B-3294,2023-10-03,2024-10-02
CAR495,BMW,Sedan,C-9568,2024-07-28,2025-07-28
CAR614,Honda,SUV,D-6990,2023-02-27,2024-02-27
CAR103,Nissan,Luxury,A-1067,2023-09-02,2024-09-01
CAR775,Nissan,Luxury,B-7039,2024-07-26,2025-07-26
CAR311,BMW,Compact,D-4996,2023-12-20,2024-12-19
CAR838,BMW,Sedan,B-9068,2024-02-10,2025-02-09
CAR418,Mercedes,Luxury,A-8704,2023-05-22,2024-05-21
CAR964,Audi,Compact,D-5962,2024-06-15,2025-06-15
CAR536,Mercedes,Sports,B-9331,2023-10-16,2024-10-15
CAR752,Nissan,Sports,E-5612,2023-02-10,2024-02-10
CAR136,Toyota,Sedan,B-2034,2023-06-15,2024-06-14
CAR682,Honda,Sports,D-4316,2023-06-03,2024-06-02
CAR751,BMW,Sports,B-5583,2023-05-07,2024-05-06
CAR183,Honda,Sedan,F-9278,2024-03-04,2025-03-04
CAR463,Honda,Compact,E-3669,2024-08-30,2025-08-30
CAR133,Audi,SUV,E-6466,2023-02-25,2024-02-25
CAR962,Nissan,Luxury,E-6466,2023-02-25,2024-02-25
CAR271,Audi,Luxury,A-1308,2023-08-30,2024-08-29
CAR851,Toyota,Sports,F-4261,2023-06-19,2024-06-18
CAR801,Mercedes,Compact,E-9900,2024-04-28,2025-04-28
CAR447,Mercedes,Compact,B-9757,2023-09-27,2024-09-26
CAR731,Honda,Luxury,E-6405,2024-01-23,2025-01-22
CAR994,Toyota,SUV,E-6267,2024-06-13,2025-06-13
CAR773,Audi,Sedan,D-7805,2023-12-07,2024-12-06
CAR869,Nissan,Luxury,A-1283,2024-09-19,2025-09-19
CAR796,Honda,SUV,E-3241,2024-06-20,2025-06-20
CAR670,Toyota,Luxury,D-7195,2023-04-29,2024-04-28
CAR220,Mercedes,Luxury,C-5011,2023-09-02,2024-09-01
CAR247,Nissan,Sports,E-7563,2024-02-01,2025-01-31
CAR442,Audi,Compact,F-8634,2024-03-05,2025-03-05
CAR859,Mercedes,Luxury,B-5698,2023-04-22,2024-04-21
CAR657,Nissan,SUV,A-6306,2023-02-12,2024-02-12
CAR277,Honda,Compact,B-8991,2024-02-19,2025-02-18
CAR309,Audi,Sedan,D-9959,2022-12-14,2023-12-14
CAR867,BMW,Sports,C-3774,2024-02-21,2025-02-20
CAR734,Honda,Sports,D-8466,2022-12-13,2023-12-13
CAR168,Toyota,Sedan,D-1703,2024-04-05,2025-04-05
CAR128,Audi,Luxury,F-9023,2024-09-29,2025-09-29
CAR873,Nissan,Compact,C-5437,2023-06-01,2024-05-31
CAR771,BMW,Luxury,E-2570,2023-06-23,2024-06-22
CAR284,Nissan,Sports,D-3637,2023-04-17,2024-04-16
CAR744,Mercedes,Luxury,F-2672,2022-12-02,2023-12-02
CAR257,Audi,Sports,C-6202,2024-03-08,2025-03-08
CAR618,BMW,Luxury,C-6006,2023-12-29,2024-12-28
CAR362,Mercedes,Sports,F-6011,2022-11-30,2023-11-30
CAR718,Mercedes,Sports,E-4061,2024-07-26,2025-07-26
CAR316,Toyota,Sedan,A-1464,2023-03-29,2024-03-28
CAR953,Audi,Sedan,D-7177,2024-09-10,2025-09-10
CAR927,Toyota,Luxury,A-6670,2024-08-15,2025-08-15
CAR471,Mercedes,Luxury,A-3645,2022-12-28,2023-12-28
CAR851,Audi,Compact,A-7448,2024-02-16,2025-02-15
CAR412,Nissan,SUV,B-9312,2023-05-05,2024-05-04
CAR964,Audi,Sports,E-2549,2024-02-18,2025-02-17
CAR788,Mercedes,Compact,F-1082,2023-12-31,2024-12-30
CAR237,Honda,Sedan,D-7928,2024-08-08,2025-08-08
CAR275,Nissan,SUV,C-6407,2023-06-02,2024-06-01
CAR326,Toyota,Compact,C-8924,2023-08-09,2024-08-08
CAR758,BMW,SUV,B-8405,2023-04-19,2024-04-18
CAR977,Honda,Sports,F-7248,2023-06-06,2024-06-05
CAR979,Toyota,Sedan,D-9505,2024-10-30,2025-10-30
CAR376,Toyota,Luxury,C-2939,2024-03-27,2025-03-27
CAR201,Mercedes,Sports,A-3301,2022-12-22,2023-12-22
CAR274,Mercedes,SUV,F-6042,2023-02-12,2024-02-12
CAR767,Toyota,SUV,D-2355,2023-07-02,2024-07-01
CAR344,Audi,SUV,B-5342,2023-01-28,2024-01-28
CAR163,Toyota,Sedan,C-8686,2023-11-15,2024-11-14
CAR168,Toyota,Compact,A-7650,2023-03-11,2024-03-10
CAR742,Toyota,Sports,F-4288,2024-06-10,2025-06-10
CAR938,Mercedes,Luxury,A-8667,2023-02-21,2024-02-21
CAR656,Toyota,Sedan,B-8931,2023-01-05,2024-01-05
CAR893,Toyota,Compact,C-7365,2023-07-13,2024-07-12
CAR126,Audi,Compact,A-6355,2023-07-01,2024-06-30
CAR912,Honda,Sports,C-4235,2024-07-06,2025-07-06
CAR843,Toyota,Sedan,D-9758,2023-10-23,2024-10-22
CAR911,BMW,Luxury,B-7813,2022-12-08,2023-12-08
CAR850,Audi,SUV,C-3168,2023-12-31,2024-12-30
CAR940,Nissan,Sedan,F-6513,2024-05-19,2025-05-19
CAR182,Mercedes,Luxury,F-5244,2024-02-02,2025-02-01
CAR576,Audi,Sedan,D-9092,2024-04-18,2025-04-18
CAR387,Toyota,Sports,A-3543,2024-01-25,2025-01-24
CAR602,Audi,Sports,F-7354,2023-09-01,2024-08-31
CAR891,Nissan,Luxury,C-3321,2024-10-01,2025-10-01
CAR875,Audi,Compact,A-5232,2024-08-21,2025-08-21
CAR206,BMW,SUV,A-1838,2024-08-06,2025-08-06
CAR169,Toyota,Luxury,E-9974,2023-04-26,2024-04-25
CAR721,BMW,Sports,F-7662,2023-01-10,2024-01-10
CAR338,Nissan,Luxury,C-7844,2023-11-11,2024-11-10
CAR149,Mercedes,Compact,F-5374,2023-02-15,2024-02-15
CAR674,Toyota,SUV,C-5414,2023-02-24,2024-02-24
CAR369,Mercedes,SUV,C-7348,2023-10-28,2024-10-27
CAR614,Mercedes,Compact,A-6717,2023-12-27,2024-12-26
CAR986,Mercedes,Luxury,A-7534,2023-03-25,2024-03-24
CAR839,Toyota,Sports,C-2402,2024-05-23,2025-05-23
CAR596,BMW,Luxury,C-5723,2024-03-04,2025-03-04
CAR866,Audi,Compact,C-9820,2023-04-12,2024-04-11
CAR253,Audi,SUV,C-4891,2024-09-05,2025-09-05
CAR527,Audi,Sedan,D-8497,2023-06-06,2024-06-05
CAR979,Audi,Sports,B-7155,2024-07-17,2025-07-17
CAR369,Honda,Luxury,D-8374,2023-01-28,2024-01-28
CAR766,Mercedes,SUV,D-8020,2024-09-24,2025-09-24
CAR706,Toyota,SUV,E-1515,2023-05-19,2024-05-18
CAR407,Mercedes,Sports,E-2993,2024-06-05,2025-06-05
CAR164,Audi,Sports,A-9776,2023-12-24,2024-12-23
CAR365,Toyota,Sports,A-9770,2023-12-12,2024-12-11
CAR563,Audi,Sedan,E-6071,2024-01-04,2025-01-03
CAR352,Audi,Compact,E-8582,2023-08-21,2024-08-20
CAR283,Audi,Sports,A-3721,2023-02-17,2024-02-17
CAR970,Mercedes,Sports,F-1185,2024-01-09,2025-01-08
CAR651,Honda,Sports,F-9770,2023-02-10,2024-02-10
CAR871,Honda,Sports,C-3173,2023-04-22,2024-04-21
CAR293,Audi,Luxury,A-5586,2024-02-16,2025-02-15
CAR482,BMW,SUV,B-9802,2023-01-10,2024-01-10
CAR934,Nissan,Sports,B-1561,2024-09-02,2025-09-02
CAR781,Nissan,Compact,C-5520,2024-04-06,2025-04-06
CAR539,Mercedes,Sports,B-3703,2024-10-25,2025-10-25
CAR294,BMW,Luxury,F-3765,2022-11-22,2023-11-22
CAR764,Mercedes,SUV,E-3083,2023-04-12,2024-04-11
CAR585,Nissan,Luxury,D-3705,2024-02-12,2025-02-11
CAR468,Toyota,Sedan,D-4941,2024-06-18,2025-06-18
CAR766,Nissan,Sports,D-2990,2023-12-13,2024-12-12
CAR322,Mercedes,Sedan,C-1784,2023-05-12,2024-05-11
CAR875,Nissan,Compact,F-2747,2024-03-27,2025-03-27
CAR982,Toyota,Sedan,F-3509,2023-02-11,2024-02-11
CAR405,BMW,Sedan,B-7025,2023-08-02,2024-08-01
CAR254,Audi,SUV,D-1965,2024-02-12,2025-02-11
CAR347,Audi,Sports,B-5596,2023-08-25,2024-08-24
CAR460,BMW,SUV,D-2032,2023-11-30,2024-11-29
CAR853,Honda,Luxury,E-5443,2023-03-25,2024-03-24
CAR353,BMW,Sedan,F-1475,2024-02-15,2025-02-14
CAR143,Honda,Luxury,C-7139,2023-08-28,2024-08-27
CAR315,Audi,Sedan,D-3436,2024-04-22,2025-04-22
CAR737,Mercedes,Compact,E-3167,2023-09-21,2024-09-20
CAR244,Audi,Luxury,D-3193,2024-06-12,2025-06-12
CAR783,Mercedes,Luxury,A-3801,2023-01-11,2024-01-11
CAR516,Nissan,Sports,D-3992,2024-10-10,2025-10-10
CAR348,Toyota,Sedan,F-6543,2023-03-07,2024-03-06
CAR136,Honda,Sports,D-3674,2024-06-14,2025-06-14
CAR547,BMW,Sports,D-4827,2023-08-15,2024-08-14
CAR983,Honda,Luxury,D-9694,2023-01-13,2024-01-13
CAR965,Mercedes,Compact,F-2893,2023-01-01,2024-01-01
CAR268,Mercedes,Sports,D-4180,2023-06-23,2024-06-22
CAR150,Honda,Sports,B-8639,2023-09-09,2024-09-08
CAR621,Mercedes,Luxury,F-1862,2023-01-08,2024-01-08
CAR277,Mercedes,Sports,E-9752,2024-04-05,2025-04-05
CAR783,Audi,Luxury,D-5719,2023-09-09,2024-09-08
CAR725,BMW,Sedan,D-3436,2024-01-26,2025-01-25
CAR911,Toyota,Luxury,B-8605,2023-07-08,2024-07-07
CAR505,Audi,SUV,E-3262,2023-04-02,2024-04-01
CAR556,Toyota,Sports,A-5754,2023-03-07,2024-03-06
CAR635,Toyota,Luxury,F-9579,2023-03-06,2024-03-05
CAR323,Honda,Sports,D-9399,2024-03-05,2025-03-05
CAR190,Mercedes,SUV,F-4266,2023-12-15,2024-12-14
CAR246,Honda,Luxury,B-6742,2024-05-20,2025-05-20
CAR330,Audi,Compact,F-6386,2023-09-22,2024-09-21
CAR137,BMW,Luxury,A-3144,2023-10-22,2024-10-21
CAR999,BMW,Sedan,C-2253,2024-08-08,2025-08-08
CAR103,Toyota,Compact,F-5759,2024-04-28,2025-04-28
CAR508,Honda,Sedan,E-1994,2022-11-10,2023-11-10
CAR676,Toyota,Luxury,F-7815,2023-04-10,2024-04-09
CAR413,Toyota,Sports,E-9949,2023-11-27,2024-11-26
CAR200,Nissan,Sports,C-5363,2023-02-20,2024-02-20
CAR202,Audi,Sports,C-6701,2024-10-14,2025-10-14
CAR449,Nissan,SUV,B-9382,2024-01-23,2025-01-22
CAR108,Toyota,Luxury,D-9923,2024-11-07,2025-11-07
CAR686,BMW,Sports,A-2737,2023-08-23,2024-08-22
CAR167,Nissan,Compact,C-5369,2023-02-27,2024-02-27
CAR907,BMW,Luxury,C-8720,2024-04-01,2025-04-01
CAR767,BMW,Luxury,B-3410,2024-06-22,2025-06-22
CAR786,Mercedes,SUV,C-4975,2023-05-27,2024-05-26
CAR346,Toyota,Luxury,F-6805,2023-04-29,2024-04-28
CAR389,BMW,Compact,C-5564,2023-12-07,2024-12-06
CAR671,Mercedes,SUV,B-2208,2024-04-29,2025-04-29
CAR478,BMW,Luxury,C-6736,2024-09-06,2025-09-06
CAR301,BMW,Sedan,A-4669,2024-01-08,2025-01-07
CAR461,Toyota,Luxury,C-7452,2023-12-09,2024-12-08
CAR417,Toyota,Sedan,C-7972,2024-03-05,2025-03-05
CAR670,BMW,Sedan,D-6312,2023-06-18,2024-06-17
CAR749,Mercedes,SUV,E-4459,2024-05-29,2025-05-29
CAR774,Nissan,Sedan,D-5296,2023-12-19,2024-12-18
CAR998,Audi,Sedan,E-2206,2023-09-18,2024-09-17
CAR467,Nissan,Luxury,B-6861,2024-10-21,2025-10-21
CAR921,Honda,Sedan,E-1436,2023-07-22,2024-07-21
CAR316,Audi,SUV,B-9992,2024-10-13,2025-10-13
CAR147,Audi,Compact,E-6002,2024-01-27,2025-01-26
CAR155,Toyota,Sports,E-6975,2024-09-02,2025-09-02
CAR584,Toyota,Sedan,D-2483,2024-07-05,2025-07-05
CAR313,Nissan,Compact,D-8982,2023-10-26,2024-10-25
CAR421,Mercedes,Luxury,E-3782,2023-09-11,2024-09-10
CAR378,BMW,Sports,B-6368,2024-01-14,2025-01-13
CAR494,Toyota,SUV,F-8019,2024-10-11,2025-10-11
CAR297,Toyota,SUV,A-1333,2023-05-15,2024-05-14
CAR418,Nissan,Luxury,F-3542,2024-01-31,2025-01-30
CAR133,Audi,SUV,D-1932,2022-12-06,2023-12-06
CAR141,BMW,Compact,C-3271,2024-04-23,2025-04-23
CAR176,Nissan,Sedan,D-5718,2024-06-18,2025-06-18
CAR470,BMW,Luxury,F-5669,2024-05-16,2025-05-16
CAR381,BMW,Luxury,C-8602,2023-09-10,2024-09-09
CAR364,Mercedes,Sedan,F-9505,2024-09-28,2025-09-28
CAR612,Nissan,Luxury,B-1195,2023-03-22,2024-03-21
CAR988,BMW,Sedan,B-2104,2024-09-15,2025-09-15
CAR524,Toyota,Compact,F-6589,2023-06-05,2024-06-04
CAR192,Mercedes,SUV,A-7861,2023-10-30,2024-10-29
CAR706,BMW,SUV,D-7578,2023-02-23,2024-02-23
CAR306,Toyota,Sports,B-2889,2024-08-01,2025-08-01
CAR601,Nissan,Luxury,E-9153,2023-04-27,2024-04-26
CAR465,Honda,Sedan,B-7073,2023-03-10,2024-03-09
CAR750,Toyota,Luxury,C-2879,2023-12-26,2024-12-25
CAR792,Mercedes,SUV,D-2513,2024-10-07,2025-10-07
CAR810,Audi,Compact,D-5592,2024-01-08,2025-01-07
CAR506,Honda,SUV,C-7372,2023-12-13,2024-12-12
CAR321,Audi,Compact,A-3857,2024-03-20,2025-03-20
CAR203,Honda,Compact,A-9630,2024-01-25,2025-01-24
CAR938,Mercedes,Luxury,E-4138,2023-05-12,2024-05-11
CAR509,Toyota,Luxury,B-7774,2024-09-27,2025-09-27
CAR641,Toyota,Sports,E-5214,2023-06-02,2024-06-01
CAR531,BMW,Luxury,E-9254,2023-12-08,2024-12-07
CAR397,Toyota,Sports,E-8156,2023-02-17,2024-02-17
CAR784,Audi,Compact,B-2782,2023-03-24,2024-03-23
CAR489,Honda,SUV,D-2109,2023-12-12,2024-12-11
CAR319,Toyota,Sedan,B-1788,2023-02-17,2024-02-17
CAR695,Mercedes,Compact,B-1636,2023-01-09,2024-01-09
CAR957,BMW,Sedan,F-1649,2024-01-16,2025-01-15
CAR412,Audi,Sports,C-8274,2024-11-04,2025-11-04
CAR636,Audi,SUV,E-2735,2024-10-25,2025-10-25
CAR577,BMW,Sports,E-7231,2023-05-24,2024-05-23
CAR368,Mercedes,SUV,F-4654,2024-04-27,2025-04-27
CAR111,Honda,Sports,C-2178,2024-09-25,2025-09-25
CAR930,Honda,Compact,A-9134,2023-02-18,2024-02-18
CAR449,Nissan,SUV,C-8197,2024-08-18,2025-08-18
CAR105,Nissan,Luxury,C-6735,2022-12-03,2023-12-03
CAR752,Nissan,Luxury,B-6702,2023-03-09,2024-03-08
CAR193,Audi,Sedan,A-6376,2024-05-21,2025-05-21
CAR710,Mercedes,SUV,E-8244,2024-10-08,2025-10-08
CAR747,Nissan,SUV,D-5301,2024-07-14,2025-07-14
CAR942,Toyota,Luxury,D-9066,2023-05-01,2024-04-30
CAR141,Mercedes,SUV,F-1807,2024-04-07,2025-04-07
CAR441,Audi,Compact,E-6874,2024-01-10,2025-01-09
CAR976,Honda,Luxury,F-9934,2023-10-09,2024-10-08
CAR700,Honda,Sedan,D-2754,2024-03-22,2025-03-22
CAR386,Honda,Sedan,F-2165,2022-12-18,2023-12-18
CAR776,BMW,Compact,B-9691,2024-01-30,2025-01-29
CAR438,Toyota,Luxury,E-5987,2022-12-12,2023-12-12
CAR877,Toyota,Sports,D-5166,2024-02-09,2025-02-08
CAR903,Honda,Sports,A-7894,2024-05-25,2025-05-25
CAR507,Nissan,Sports,B-6302,2023-04-14,2024-04-13
CAR895,BMW,Luxury,B-2948,2023-12-20,2024-12-19
CAR533,BMW,Luxury,F-5461,2024-05-20,2025-05-20
CAR691,Nissan,Compact,F-9373,2024-10-02,2025-10-02
CAR115,Honda,Luxury,A-3594,2024-10-22,2025-10-22
CAR196,Audi,Luxury,B-8898,2022-12-16,2023-12-16
CAR106,Audi,SUV,B-1696,2024-06-16,2025-06-16
CAR899,Nissan,SUV,C-3653,2024-04-10,2025-04-10
CAR327,Mercedes,SUV,F-7790,2024-08-22,2025-08-22
CAR265,Toyota,Sedan,C-3274,2024-02-05,2025-02-04
CAR843,Toyota,SUV,C-5243,2022-12-19,2023-12-19
CAR568,Audi,SUV,B-4907,2023-09-26,2024-09-25
CAR798,Nissan,Luxury,C-5280,2023-02-05,2024-02-05
CAR601,Toyota,Sports,A-9515,2024-06-27,2025-06-27
CAR610,BMW,Compact,B-3199,2024-03-23,2025-03-23
CAR991,Toyota,Sedan,E-6560,2023-04-11,2024-04-10
CAR338,Mercedes,Sports,F-5841,2022-11-10,2023-11-10
CAR883,Audi,Compact,C-5654,2023-11-21,2024-11-20
CAR596,Toyota,Sports,F-1608,2023-03-31,2024-03-30
CAR529,BMW,Sedan,C-2708,2024-05-16,2025-05-16
CAR710,Audi,SUV,E-4401,2023-10-02,2024-10-01
CAR864,Mercedes,Sports,F-6868,2024-10-08,2025-10-08
CAR666,Audi,Sedan,A-9147,2024-04-29,2025-04-29
CAR984,Toyota,SUV,A-4352,2024-07-05,2025-07-05
CAR934,BMW,Compact,C-5460,2024-07-11,2025-07-11
CAR253,Audi,SUV,D-8042,2024-03-07,2025-03-07
CAR710,BMW,Compact,B-4910,2023-12-25,2024-12-24
CAR445,Audi,Luxury,F-7706,2023-04-01,2024-03-31
CAR232,Audi,Sedan,D-6668,2023-02-28,2024-02-28
CAR872,Nissan,Sedan,B-2839,2023-11-26,2024-11-25
CAR647,Nissan,Compact,B-2875,2024-10-31,2025-10-31
CAR699,Honda,Compact,E-9401,2023-03-08,2024-03-07
CAR103,Toyota,SUV,A-3507,2024-02-22,2025-02-21
CAR703,Mercedes,Compact,C-7764,2022-11-09,2023-11-09
CAR205,Mercedes,Sports,D-6511,2023-03-15,2024-03-14
CAR753,BMW,Sedan,C-9903,2023-09-14,2024-09-13
CAR905,Mercedes,SUV,B-8824,2023-11-03,2024-11-02
CAR362,Nissan,Sedan,F-3439,2024-03-12,2025-03-12
CAR591,Honda,Luxury,B-1509,2023-09-18,2024-09-17
CAR789,Mercedes,Luxury,E-3022,2024-03-25,2025-03-25
CAR239,Audi,SUV,B-7964,2024-05-25,2025-05-25
CAR538,Honda,Sedan,A-1798,2023-05-31,2024-05-30
CAR811,Mercedes,SUV,F-9563,2023-12-29,2024-12-28
CAR800,Mercedes,SUV,C-6674,2023-03-30,2024-03-29
CAR250,BMW,Luxury,E-7189,2023-04-16,2024-04-15
CAR387,Mercedes,Compact,B-3748,2024-08-20,2025-08-20
CAR409,Honda,Sports,C-1435,2023-11-24,2024-11-23
CAR491,Audi,Compact,F-2518,2023-09-05,2024-09-04
CAR987,Nissan,Compact,D-7420,2024-09-20,2025-09-20
CAR197,Honda,Compact,E-5405,2024-04-06,2025-04-06
CAR443,Mercedes,SUV,E-4876,2024-05-10,2025-05-10
CAR302,Mercedes,Sedan,B-4754,2023-04-04,2024-04-03
CAR587,Honda,SUV,E-9832,2024-06-08,2025-06-08
CAR260,Honda,Sports,F-2705,2023-07-29,2024-07-28
CAR761,Audi,SUV,D-6133,2023-08-05,2024-08-04
CAR320,Toyota,Sedan,B-2190,2023-03-24,2024-03-23
CAR534,Nissan,Luxury,D-1818,2023-04-22,2024-04-21
CAR535,Nissan,Sedan,A-2368,2024-06-25,2025-06-25
CAR913,Mercedes,Sports,F-5216,2023-03-31,2024-03-30
