CarID,CarMake,CarModel,PlateNo,RegistrationDate,RegistrationExpiryDate
CAR451,BMW,SUV,C-6391,2023-11-18,2024-11-17
CAR449,Nissan,Sports,C-6518,2023-04-10,2024-04-09
CAR324,Mercedes,Luxury,A-3348,2023-09-12,2024-09-11
CAR481,BMW,Luxury,D-1439,2024-08-21,2025-08-21
CAR565,Audi,Luxury,C-6556,2023-02-23,2024-02-23
CAR120,BMW,SUV,B-4155,2023-04-20,2024-04-19
CAR621,Audi,Sports,F-3253,2023-06-08,2024-06-07
CAR117,BMW,SUV,A-1592,2023-04-22,2024-04-21
CAR719,Mercedes,SUV,B-8198,2023-09-06,2024-09-05
CAR341,BMW,Compact,F-9998,2024-10-27,2025-10-27
CAR381,Nissan,Luxury,A-6865,2023-09-28,2024-09-27
CAR659,Nissan,Compact,A-7633,2023-09-26,2024-09-25
CAR222,BMW,Sedan,D-5581,2023-02-27,2024-02-27
CAR493,Audi,Sports,B-1182,2024-09-16,2025-09-16
CAR175,Nissan,Sedan,C-2274,2023-07-21,2024-07-20
CAR270,Toyota,Compact,B-6907,2023-09-04,2024-09-03
CAR783,Honda,Luxury,D-8848,2023-09-04,2024-09-03
CAR703,Honda,SUV,D-9656,2022-12-13,2023-12-13
CAR251,Toyota,Sedan,D-5119,2023-12-22,2024-12-21
CAR789,Mercedes,Luxury,D-7304,2023-06-12,2024-06-11
CAR339,BMW,Luxury,F-3450,2023-06-11,2024-06-10
CAR383,Mercedes,Sedan,A-2697,2022-11-24,2023-11-24
CAR179,BMW,SUV,C-2826,2022-11-30,2023-11-30
CAR771,Nissan,Luxury,D-4085,2023-08-04,2024-08-03
CAR982,Toyota,Luxury,F-5070,2024-01-07,2025-01-06
CAR104,Toyota,Sports,D-6829,2024-05-19,2025-05-19
CAR343,Toyota,SUV,C-4743,2023-04-12,2024-04-11
CAR426,Toyota,Sedan,C-9051,2023-07-19,2024-07-18
CAR584,Audi,Compact,F-9640,2023-09-28,2024-09-27
CAR122,Toyota,Luxury,D-4096,2022-11-12,2023-11-12
CAR295,Audi,Sedan,B-5408,2023-08-04,2024-08-03
CAR263,Honda,Luxury,B-8755,2023-08-26,2024-08-25
CAR291,Nissan,SUV,E-3937,2023-02-04,2024-02-04
CAR561,Nissan,Sports,A-8611,2022-11-16,2023-11-16
CAR279,Mercedes,Sedan,C-2745,2023-01-17,2024-01-17
CAR929,Nissan,SUV,F-9497,2023-07-11,2024-07-10
CAR387,Audi,Luxury,B-1977,2023-12-30,2024-12-29
CAR594,Nissan,Sports,F-9436,2024-09-27,2025-09-27
CAR164,Mercedes,SUV,B-1803,2022-12-15,2023-12-15
CAR343,Honda,Luxury,C-8923,2024-06-05,2025-06-05
CAR128,Nissan,Compact,A-6641,2024-09-30,2025-09-30
CAR872,Nissan,SUV,D-7418,2023-05-13,2024-05-12
CAR644,BMW,Luxury,B-7888,2023-08-01,2024-07-31
CAR749,Audi,SUV,A-3819,2024-05-13,2025-05-13
CAR631,Toyota,Sports,A-7103,2023-11-13,2024-11-12
CAR871,Mercedes,Luxury,E-7545,2023-10-25,2024-10-24
CAR164,Mercedes,SUV,C-8340,2024-09-02,2025-09-02
CAR677,Audi,SUV,A-6778,2023-07-20,2024-07-19
CAR213,BMW,Sports,F-9533,2023-02-07,2024-02-07
CAR140,Toyota,Sports,A-3740,2023-06-10,2024-06-09
CAR714,Honda,SUV,A-4980,2023-09-27,2024-09-26
CAR418,Nissan,Sedan,F-6221,2024-03-31,2025-03-31
CAR547,Mercedes,Sports,D-5132,2023-07-15,2024-07-14
CAR171,Audi,Sedan,D-8962,2023-10-17,2024-10-16
CAR305,Toyota,SUV,B-9634,2023-08-29,2024-08-28
CAR821,Audi,Compact,C-9786,2024-07-14,2025-07-14
CAR918,Mercedes,Luxury,B-5840,2024-09-12,2025-09-12
CAR597,Mercedes,Luxury,B-1306,2024-08-22,2025-08-22
CAR267,Honda,SUV,E-1294,2024-05-01,2025-05-01
CAR414,Honda,Luxury,A-5684,2024-03-17,2025-03-17
CAR869,Audi,Sports,A-3223,2022-11-08,2023-11-08
CAR890,Toyota,Compact,F-8541,2024-04-19,2025-04-19
CAR583,BMW,SUV,A-7234,2024-10-25,2025-10-25
CAR275,Toyota,Sports,A-7432,2023-08-04,2024-08-03
CAR986,Honda,Sports,E-1097,2023-02-13,2024-02-13
CAR523,Honda,Sedan,D-7110,2024-01-25,2025-01-24
CAR100,BMW,Luxury,A-1743,2024-10-16,2025-10-16
CAR939,Toyota,SUV,F-5749,2024-10-23,2025-10-23
CAR954,Nissan,Compact,B-4186,2023-12-30,2024-12-29
CAR859,Audi,Sedan,E-1117,2024-02-28,2025-02-27
CAR209,Toyota,SUV,C-1307,2023-06-15,2024-06-14
CAR298,Nissan,Sports,B-2168,2023-04-20,2024-04-19
CAR882,BMW,Compact,F-7462,2024-08-29,2025-08-29
CAR772,Toyota,Luxury,F-9291,2023-11-17,2024-11-16
CAR491,BMW,Luxury,F-1312,2024-01-22,2025-01-21
CAR499,BMW,Luxury,C-7037,2023-01-19,2024-01-19
CAR343,BMW,Luxury,F-6809,2023-07-20,2024-07-19
CAR420,Toyota,Sports,B-2981,2023-05-12,2024-05-11
CAR172,Mercedes,Compact,D-6150,2023-04-20,2024-04-19
CAR431,Toyota,Sedan,C-9023,2023-10-20,2024-10-19
CAR192,Honda,Sedan,C-8290,2023-10-16,2024-10-15
CAR303,Mercedes,SUV,F-7784,2024-01-27,2025-01-26
CAR498,BMW,Compact,F-9207,2023-01-25,2024-01-25
CAR272,BMW,Luxury,C-2735,2024-02-24,2025-02-23
CAR920,Honda,Sports,E-2745,2024-09-16,2025-09-16
CAR758,Mercedes,Compact,E-2571,2024-05-23,2025-05-23
CAR184,Audi,Compact,F-6940,2024-08-18,2025-08-18
CAR563,Mercedes,SUV,B-7453,2023-07-30,2024-07-29
CAR605,Honda,Sports,C-8401,2023-10-16,2024-10-15
CAR147,Nissan,Compact,E-1215,2024-08-12,2025-08-12
CAR791,Honda,Sedan,F-1299,2022-12-18,2023-12-18
CAR385,Nissan,Compact,C-4371,2024-02-14,2025-02-13
CAR646,Audi,Luxury,B-2737,2023-06-04,2024-06-03
CAR887,BMW,Sedan,B-8790,2024-01-25,2025-01-24
CAR783,Toyota,Sports,F-9652,2023-09-15,2024-09-14
CAR225,Mercedes,SUV,D-6108,2023-09-29,2024-09-28
CAR704,BMW,SUV,D-7226,2023-03-06,2024-03-05
CAR221,Honda,Sedan,D-1964,2023-12-31,2024-12-30
CAR167,Honda,Sedan,F-9791,2024-10-17,2025-10-17
CAR551,Nissan,Luxury,C-8251,2024-03-05,2025-03-05
CAR105,Honda,SUV,E-7556,2023-07-22,2024-07-21
CAR585,Mercedes,Luxury,C-1169,2023-01-12,2024-01-12
CAR322,BMW,Sedan,C-8729,2024-10-21,2025-10-21
CAR830,Audi,Sports,C-1874,2023-09-04,2024-09-03
CAR936,BMW,Sports,A-8532,2022-12-11,2023-12-11
CAR590,Mercedes,Compact,F-1458,2023-05-12,2024-05-11
CAR350,Audi,SUV,D-5144,2023-09-04,2024-09-03
CAR745,Nissan,Sedan,F-5855,2023-02-27,2024-02-27
CAR446,Mercedes,Compact,A-8697,2024-01-02,2025-01-01
CAR192,Nissan,SUV,F-5154,2023-09-14,2024-09-13
CAR993,Audi,SUV,A-9815,2023-01-14,2024-01-14
CAR107,Toyota,Sports,A-6811,2023-11-28,2024-11-27
CAR267,Nissan,Sedan,C-5565,2024-04-08,2025-04-08
CAR912,Nissan,SUV,E-5750,2022-12-30,2023-12-30
CAR246,Nissan,Sports,C-1996,2023-09-15,2024-09-14
CAR309,Honda,SUV,F-4874,2023-05-17,2024-05-16
CAR902,Audi,Compact,B-3425,2024-07-27,2025-07-27
CAR668,Mercedes,Sports,A-8965,2023-04-12,2024-04-11
CAR743,BMW,Sports,C-5686,2024-06-30,2025-06-30
CAR894,Audi,Sports,C-1820,2024-04-02,2025-04-02
CAR535,Toyota,SUV,A-8534,2023-01-26,2024-01-26
CAR992,Audi,SUV,D-8498,2023-08-11,2024-08-10
CAR138,Nissan,SUV,C-2686,2023-07-23,2024-07-22
CAR544,Toyota,Luxury,F-9919,2023-06-19,2024-06-18
CAR632,Nissan,Sedan,B-5088,2024-01-03,2025-01-02
CAR512,Nissan,Compact,D-1050,2024-04-07,2025-04-07
CAR653,Audi,SUV,F-1184,2023-04-27,2024-04-26
CAR254,Toyota,Compact,C-9892,2023-05-06,2024-05-05
CAR791,Nissan,Sedan,E-7523,2023-06-29,2024-06-28
CAR514,Mercedes,SUV,E-2654,2022-11-27,2023-11-27
CAR940,BMW,SUV,E-4916,2022-12-12,2023-12-12
CAR841,Mercedes,Sports,F-2812,2023-03-23,2024-03-22
CAR493,Audi,Sedan,B-9452,2023-10-12,2024-10-11
CAR524,Nissan,Luxury,B-7865,2024-07-28,2025-07-28
CAR907,Nissan,SUV,B-9379,2024-04-30,2025-04-30
CAR790,Honda,Compact,D-3753,2023-01-01,2024-01-01
CAR956,Audi,Sedan,E-4931,2024-05-23,2025-05-23
CAR251,Honda,SUV,F-4509,2024-08-29,2025-08-29
CAR950,Nissan,Compact,B-4495,2023-04-30,2024-04-29
CAR799,Toyota,Sedan,A-6262,2024-03-25,2025-03-25
CAR604,Mercedes,Compact,D-3776,2024-08-23,2025-08-23
CAR365,Toyota,Compact,F-7457,2022-11-25,2023-11-25
CAR547,Mercedes,Sports,F-1194,2023-08-29,2024-08-28
CAR117,Nissan,Sports,D-3670,2023-09-02,2024-09-01
CAR764,Mercedes,Sports,B-2023,2023-09-16,2024-09-15
CAR807,Honda,Luxury,D-5094,2024-01-29,2025-01-28
CAR280,Toyota,Sedan,F-1898,2023-08-15,2024-08-14
CAR800,Mercedes,Luxury,F-7785,2023-02-13,2024-02-13
CAR270,Honda,Luxury,B-4833,2023-10-14,2024-10-13
CAR650,Audi,Sedan,B-7808,2024-06-11,2025-06-11
CAR179,BMW,Luxury,F-8005,2023-12-17,2024-12-16
CAR194,BMW,Luxury,B-8793,2024-07-17,2025-07-17
CAR538,Honda,Compact,C-2091,2024-06-17,2025-06-17
CAR414,Toyota,Sports,D-5872,2023-04-08,2024-04-07
CAR212,Mercedes,SUV,B-1136,2023-03-23,2024-03-22
CAR520,Mercedes,Sports,C-5739,2022-12-03,2023-12-03
CAR459,Audi,Luxury,E-6929,2024-10-10,2025-10-10
CAR253,Toyota,Sedan,C-3140,2022-11-09,2023-11-09
CAR906,Nissan,Sedan,F-1590,2023-08-01,2024-07-31
CAR717,Mercedes,Sedan,C-6318,2023-01-18,2024-01-18
CAR183,Mercedes,Luxury,E-4531,2024-08-28,2025-08-28
CAR231,Honda,Luxury,A-2099,2024-08-23,2025-08-23
CAR519,Toyota,Sedan,D-9640,2024-02-26,2025-02-25
CAR937,Nissan,Sports,C-3179,2024-02-09,2025-02-08
CAR877,Toyota,Sports,C-1342,2023-07-07,2024-07-06
CAR340,Audi,Compact,E-8466,2024-06-26,2025-06-26
CAR804,Audi,Sedan,C-2456,2023-03-10,2024-03-09
CAR876,Audi,SUV,A-2154,2023-05-17,2024-05-16
CAR235,Toyota,Compact,D-3166,2024-05-26,2025-05-26
CAR795,Audi,Sedan,F-6058,2024-08-20,2025-08-20
CAR119,Mercedes,Luxury,D-9488,2024-07-26,2025-07-26
CAR633,Mercedes,Compact,E-3195,2023-09-02,2024-09-01
CAR416,Toyota,Sports,A-3235,2023-11-04,2024-11-03
CAR388,Honda,Luxury,A-1044,2023-12-03,2024-12-02
CAR270,Nissan,Sedan,B-7354,2023-05-07,2024-05-06
CAR197,Toyota,Luxury,C-5416,2024-09-02,2025-09-02
CAR587,Mercedes,Compact,F-1647,2024-02-26,2025-02-25
CAR198,Audi,Sports,D-1858,2023-08-17,2024-08-16
CAR336,BMW,SUV,A-3372,2023-01-21,2024-01-21
CAR449,Audi,Luxury,E-7203,2024-04-09,2025-04-09
CAR847,BMW,Luxury,A-9225,2024-05-16,2025-05-16
CAR911,Honda,SUV,E-1351,2024-02-25,2025-02-24
CAR943,Nissan,Compact,E-2579,2023-10-04,2024-10-03
CAR325,Toyota,Sedan,C-5200,2023-03-26,2024-03-25
CAR531,Nissan,Compact,F-7443,2023-07-29,2024-07-28
CAR219,Toyota,Luxury,B-3532,2023-11-21,2024-11-20
CAR142,Mercedes,Sedan,F-3676,2023-09-20,2024-09-19
CAR703,Nissan,Luxury,A-3999,2024-09-08,2025-09-08
CAR945,Toyota,SUV,C-3624,2024-10-21,2025-10-21
CAR826,Honda,Compact,A-1479,2023-12-29,2024-12-28
CAR553,Honda,Luxury,C-8312,2023-02-20,2024-02-20
CAR329,Honda,Compact,D-2955,2024-01-01,2024-12-31
CAR654,Nissan,Luxury,D-7159,2023-10-12,2024-10-11
CAR286,Honda,Sports,B-2138,2023-09-01,2024-08-31
CAR497,BMW,Luxury,D-5080,2023-11-10,2024-11-09
CAR926,BMW,Sedan,E-1671,2023-01-20,2024-01-20
CAR758,Audi,Luxury,A-7404,2024-06-05,2025-06-05
CAR875,Honda,Compact,C-2416,2023-05-20,2024-05-19
CAR425,Mercedes,Luxury,F-9125,2024-06-05,2025-06-05
CAR925,BMW,SUV,B-8561,2024-02-25,2025-02-24
CAR129,Honda,Sports,D-4046,2023-06-22,2024-06-21
CAR137,Nissan,Sedan,E-2468,2023-07-05,2024-07-04
CAR323,Honda,Sedan,D-8284,2024-09-07,2025-09-07
CAR601,Mercedes,Sedan,A-9900,2023-04-13,2024-04-12
CAR463,Toyota,Sports,D-3953,2023-03-01,2024-02-29
CAR800,Nissan,SUV,A-4271,2022-11-26,2023-11-26
CAR802,BMW,Sports,C-5566,2023-06-30,2024-06-29
CAR585,BMW,Compact,C-4719,2022-11-30,2023-11-30
CAR238,Honda,Compact,D-6895,2024-09-02,2025-09-02
CAR483,Mercedes,SUV,D-2167,2023-06-06,2024-06-05
CAR416,Mercedes,Sedan,D-5929,2023-05-11,2024-05-10
CAR126,BMW,Sports,C-4837,2023-07-27,2024-07-26
CAR887,Honda,Sports,A-6056,2023-12-02,2024-12-01
CAR452,Nissan,Luxury,A-9095,2024-08-16,2025-08-16
CAR652,Nissan,SUV,D-3496,2024-08-19,2025-08-19
CAR739,Mercedes,Luxury,A-9607,2022-12-06,2023-12-06
CAR512,Nissan,Luxury,D-5255,2023-03-20,2024-03-19
CAR521,Audi,Sedan,C-2414,2023-03-12,2024-03-11
CAR864,Toyota,Sports,A-1261,2023-08-11,2024-08-10
CAR826,Audi,Sports,D-4198,2022-11-25,2023-11-25
CAR371,Mercedes,Compact,A-5302,2023-06-24,2024-06-23
CAR137,BMW,Sports,B-3679,2024-01-25,2025-01-24
CAR162,BMW,Sedan,F-1362,2022-12-26,2023-12-26
CAR713,Mercedes,SUV,D-5271,2023-04-17,2024-04-16
CAR853,Nissan,Compact,C-1192,2023-11-21,2024-11-20
CAR543,Audi,Compact,F-5046,2023-05-24,2024-05-23
CAR517,Toyota,Compact,A-9328,2023-04-19,2024-04-18
CAR825,Mercedes,Compact,C-5349,2024-07-16,2025-07-16
CAR935,Nissan,Sedan,B-9227,2023-12-02,2024-12-01
CAR213,Mercedes,Luxury,A-9516,2023-04-03,2024-04-02
CAR326,Nissan,Luxury,D-4417,2023-05-19,2024-05-18
CAR495,Toyota,Luxury,D-5138,2023-03-22,2024-03-21
CAR347,BMW,Sports,D-5532,2023-04-08,2024-04-07
CAR344,Honda,Sedan,D-1317,2024-06-17,2025-06-17
CAR438,Nissan,Sedan,F-5864,2023-12-03,2024-12-02
CAR499,Mercedes,Compact,F-3213,2024-04-21,2025-04-21
CAR338,Mercedes,SUV,E-7440,2023-03-16,2024-03-15
CAR497,Toyota,Luxury,B-3578,2022-12-15,2023-12-15
CAR389,Audi,Sports,A-8321,2023-08-05,2024-08-04
CAR442,BMW,Luxury,F-9856,2024-02-04,2025-02-03
CAR909,Nissan,SUV,D-8872,2023-11-05,2024-11-04
CAR122,BMW,Sedan,D-8948,2023-05-12,2024-05-11
CAR155,Toyota,Sedan,B-8619,2023-06-18,2024-06-17
CAR525,Honda,SUV,D-6970,2022-11-22,2023-11-22
CAR264,Toyota,SUV,A-4252,2022-12-16,2023-12-16
CAR559,Honda,Luxury,E-2236,2024-06-01,2025-06-01
CAR681,Honda,Sports,C-2762,2024-10-02,2025-10-02
CAR622,Nissan,Luxury,A-2363,2023-11-08,2024-11-07
CAR788,Honda,Compact,A-5739,2023-02-02,2024-02-02
CAR656,Audi,Compact,E-7316,2024-02-13,2025-02-12
CAR398,Nissan,Sedan,B-1427,2023-08-26,2024-08-25
CAR680,Mercedes,Luxury,D-3105,2024-08-19,2025-08-19
CAR878,Nissan,Sedan,E-5837,2023-10-11,2024-10-10
CAR759,Audi,Luxury,E-3275,2023-11-22,2024-11-21
CAR807,Audi,Compact,E-1957,2024-05-05,2025-05-05
CAR356,Honda,Luxury,A-4723,2024-03-05,2025-03-05
CAR898,BMW,Compact,F-9448,2023-11-19,2024-11-18
CAR581,Nissan,Sedan,C-1320,2023-09-03,2024-09-02
CAR647,Audi,Compact,B-8508,2023-08-22,2024-08-21
CAR413,Toyota,Sedan,F-7820,2023-03-01,2024-02-29
CAR331,Audi,Compact,E-8125,2023-12-20,2024-12-19
CAR320,Mercedes,Sedan,B-2561,2023-08-04,2024-08-03
CAR125,Audi,Sports,E-8719,2024-09-08,2025-09-08
CAR440,Honda,Compact,E-2545,2023-06-27,2024-06-26
CAR811,BMW,Compact,C-7645,2023-10-14,2024-10-13
CAR747,Toyota,Luxury,A-9329,2022-12-11,2023-12-11
CAR778,Honda,SUV,B-8412,2024-02-23,2025-02-22
CAR499,Nissan,SUV,C-2418,2023-12-19,2024-12-18
CAR811,Nissan,Compact,C-7317,2023-01-25,2024-01-25
CAR909,Nissan,Luxury,A-3446,2024-03-04,2025-03-04
CAR244,Audi,Sports,C-9091,2024-05-22,2025-05-22
CAR927,BMW,Compact,C-3803,2024-04-14,2025-04-14
CAR312,Audi,SUV,F-6537,2023-07-29,2024-07-28
CAR630,Mercedes,Sports,F-1479,2023-12-26,2024-12-25
CAR797,Toyota,Luxury,E-4603,2023-08-13,2024-08-12
CAR121,BMW,Sedan,C-7993,2024-05-06,2025-05-06
CAR796,Toyota,Sedan,E-6007,2024-09-05,2025-09-05
CAR617,BMW,Sports,D-4934,2023-04-08,2024-04-07
CAR139,Mercedes,Sedan,E-4937,2022-12-18,2023-12-18
CAR955,BMW,Sports,A-6020,2024-07-23,2025-07-23
CAR314,Mercedes,Sedan,C-6691,2024-06-14,2025-06-14
CAR347,Mercedes,Sports,E-2620,2023-07-17,2024-07-16
CAR613,BMW,Compact,F-3379,2024-09-24,2025-09-24
CAR943,Toyota,Luxury,F-5047,2023-03-06,2024-03-05
CAR114,BMW,Sedan,D-2295,2023-07-16,2024-07-15
CAR301,Honda,Luxury,F-1864,2023-10-16,2024-10-15
CAR473,Nissan,Sports,E-3251,2023-08-26,2024-08-25
CAR179,Mercedes,Sedan,F-7698,2023-01-12,2024-01-12
CAR157,Honda,Sedan,B-9110,2023-08-13,2024-08-12
CAR609,Honda,Sedan,E-4106,2024-04-20,2025-04-20
CAR238,Audi,Luxury,E-7425,2023-12-27,2024-12-26
CAR829,Toyota,Sedan,A-8803,2023-01-23,2024-01-23
CAR129,Toyota,Compact,F-2324,2024-06-13,2025-06-13
