CarID,CarMake,CarModel,PlateNo,RegistrationDate,RegistrationExpiryDate
CAR727,BMW,Sports,D-8175,2024-07-11,2025-07-11
CAR626,Mercedes,Luxury,C-4544,2024-10-11,2025-10-11
CAR110,Toyota,Compact,A-9559,2023-01-05,2024-01-05
CAR823,BMW,Sedan,C-2553,2023-12-09,2024-12-08
CAR248,Toyota,Luxury,E-6424,2024-09-15,2025-09-15
CAR597,BMW,Sports,E-6901,2023-04-09,2024-04-08
CAR550,BMW,SUV,E-7677,2023-07-07,2024-07-06
CAR225,Mercedes,Sports,F-7334,2023-02-22,2024-02-22
CAR846,Audi,Compact,A-1295,2023-11-12,2024-11-11
CAR464,Toyota,Sports,B-9301,2023-02-22,2024-02-22
CAR301,Audi,Sports,E-3300,2024-10-03,2025-10-03
CAR991,Toyota,Compact,C-8234,2024-10-08,2025-10-08
CAR207,Toyota,Sports,D-3367,2022-12-21,2023-12-21
CAR511,Nissan,Sedan,F-5639,2023-10-31,2024-10-30
CAR732,BMW,Luxury,C-9172,2023-05-26,2024-05-25
CAR254,Mercedes,Luxury,E-3083,2022-11-30,2023-11-30
CAR256,Audi,Sedan,B-2500,2023-07-28,2024-07-27
CAR747,Mercedes,SUV,E-5287,2023-09-22,2024-09-21
CAR263,Honda,Compact,A-7204,2023-10-08,2024-10-07
CAR538,Toyota,Luxury,A-8565,2024-02-18,2025-02-17
CAR636,Honda,Luxury,F-8455,2024-07-05,2025-07-05
CAR221,Nissan,Sports,F-5079,2024-03-28,2025-03-28
CAR939,Honda,Luxury,C-6180,2023-04-10,2024-04-09
CAR956,Audi,SUV,F-4026,2023-11-09,2024-11-08
CAR451,BMW,Sports,D-2553,2023-05-13,2024-05-12
CAR536,Nissan,Sports,C-7310,2023-11-06,2024-11-05
CAR661,Honda,Sports,D-6138,2023-01-15,2024-01-15
CAR670,BMW,SUV,E-6944,2023-08-31,2024-08-30
CAR500,Honda,Sedan,C-9376,2024-04-22,2025-04-22
CAR968,Audi,Compact,C-1986,2023-10-29,2024-10-28
CAR258,Toyota,Sports,B-4306,2023-11-17,2024-11-16
CAR583,BMW,Sedan,F-2433,2022-11-08,2023-11-08
CAR374,Mercedes,Compact,C-3620,2023-09-15,2024-09-14
CAR835,BMW,Luxury,A-6767,2024-01-08,2025-01-07
CAR843,BMW,Sports,F-9392,2022-12-03,2023-12-03
CAR787,Honda,Sports,E-5744,2024-01-31,2025-01-30
CAR204,BMW,Sedan,A-3067,2024-04-26,2025-04-26
CAR496,Toyota,SUV,A-4042,2024-09-02,2025-09-02
CAR208,Toyota,Sports,C-8562,2023-03-29,2024-03-28
CAR100,Audi,Compact,B-4196,2023-04-29,2024-04-28
CAR946,BMW,Compact,E-8238,2023-10-19,2024-10-18
CAR509,Toyota,Sedan,A-6657,2023-09-15,2024-09-14
CAR844,Nissan,Sedan,E-6369,2023-01-01,2024-01-01
CAR574,Audi,Sedan,C-2443,2024-02-02,2025-02-01
CAR742,Toyota,Luxury,F-9285,2023-03-05,2024-03-04
CAR244,Toyota,Sports,C-1649,2024-07-17,2025-07-17
CAR395,Mercedes,Sedan,C-1608,2023-10-11,2024-10-10
CAR945,Toyota,Sedan,C-2817,2023-05-06,2024-05-05
CAR756,Audi,SUV,C-5067,2024-08-31,2025-08-31
CAR945,Mercedes,SUV,E-8903,2023-10-11,2024-10-10
CAR262,Nissan,Luxury,F-4336,2024-01-08,2025-01-07
CAR714,Toyota,Sports,A-9935,2023-04-25,2024-04-24
CAR803,Honda,Luxury,C-7887,2023-06-17,2024-06-16
CAR262,BMW,Sports,F-3176,2023-04-12,2024-04-11
CAR232,BMW,Sports,A-5211,2024-06-05,2025-06-05
CAR129,Nissan,Sedan,F-5871,2023-10-17,2024-10-16
CAR956,Mercedes,Sports,C-9285,2024-07-26,2025-07-26
CAR386,Nissan,SUV,A-9929,2023-03-22,2024-03-21
CAR171,Toyota,SUV,A-3104,2024-01-29,2025-01-28
CAR169,Honda,Sedan,F-1175,2023-07-01,2024-06-30
CAR145,Honda,Sedan,C-9002,2023-04-23,2024-04-22
CAR337,Honda,SUV,C-5614,2022-12-10,2023-12-10
CAR843,Toyota,Sedan,E-8347,2022-12-17,2023-12-17
CAR459,Nissan,Compact,A-5083,2024-08-08,2025-08-08
CAR656,BMW,Sports,A-5190,2023-02-17,2024-02-17
CAR228,Honda,Luxury,C-4225,2024-10-01,2025-10-01
CAR955,BMW,SUV,D-8739,2023-08-04,2024-08-03
CAR628,Audi,Sports,D-1266,2022-11-16,2023-11-16
CAR848,Toyota,Sedan,D-8885,2024-04-04,2025-04-04
CAR770,Nissan,SUV,D-4585,2024-05-25,2025-05-25
CAR594,Audi,Sedan,F-1013,2023-11-08,2024-11-07
CAR128,BMW,SUV,C-5150,2024-10-08,2025-10-08
CAR582,BMW,Sports,F-9300,2023-06-10,2024-06-09
CAR852,Nissan,Compact,C-5478,2023-07-26,2024-07-25
CAR413,BMW,SUV,B-4615,2023-02-22,2024-02-22
CAR817,Audi,SUV,C-9949,2023-02-02,2024-02-02
CAR192,Toyota,SUV,F-8856,2023-07-01,2024-06-30
CAR314,Nissan,Sedan,D-4222,2023-08-17,2024-08-16
CAR895,Toyota,SUV,B-1530,2023-05-14,2024-05-13
CAR429,Nissan,Compact,F-6265,2024-03-20,2025-03-20
CAR367,Nissan,SUV,C-9000,2024-05-04,2025-05-04
CAR715,BMW,Sedan,E-5894,2024-11-07,2025-11-07
CAR699,BMW,Compact,A-9860,2024-06-14,2025-06-14
CAR961,Toyota,Compact,A-9776,2023-08-14,2024-08-13
CAR279,Mercedes,SUV,C-7599,2023-06-28,2024-06-27
CAR852,Audi,Luxury,A-1020,2023-01-05,2024-01-05
CAR749,Audi,SUV,F-6522,2024-03-23,2025-03-23
CAR900,Honda,Sedan,F-9684,2023-07-12,2024-07-11
CAR419,Mercedes,Compact,A-4767,2023-10-25,2024-10-24
CAR399,Mercedes,Sports,F-8291,2023-04-14,2024-04-13
CAR280,Mercedes,SUV,D-1888,2023-09-10,2024-09-09
CAR702,Toyota,Sedan,D-1439,2023-03-11,2024-03-10
CAR527,Mercedes,Sports,E-4305,2024-08-05,2025-08-05
CAR387,Honda,SUV,D-4484,2023-11-20,2024-11-19
CAR130,Audi,SUV,C-1229,2022-11-28,2023-11-28
CAR393,Honda,Sedan,B-5841,2023-08-06,2024-08-05
CAR301,Honda,SUV,D-6960,2024-06-07,2025-06-07
CAR659,Audi,SUV,F-1484,2024-02-23,2025-02-22
CAR541,Mercedes,Sedan,C-2223,2024-05-29,2025-05-29
CAR729,Honda,Sedan,C-5414,2023-06-02,2024-06-01
CAR481,BMW,Luxury,A-6299,2022-11-19,2023-11-19
CAR132,Nissan,SUV,E-2991,2023-05-27,2024-05-26
CAR669,Toyota,Sedan,C-1924,2024-09-05,2025-09-05
CAR867,Honda,Sedan,A-1795,2024-02-23,2025-02-22
CAR160,Nissan,Sports,A-5734,2023-08-17,2024-08-16
CAR902,Nissan,Sedan,B-2695,2023-03-05,2024-03-04
CAR827,Toyota,Sedan,B-7239,2023-09-12,2024-09-11
CAR243,Nissan,Sports,F-2893,2024-07-05,2025-07-05
CAR152,Audi,Sports,E-4589,2023-02-25,2024-02-25
CAR605,Mercedes,Luxury,F-7499,2023-04-03,2024-04-02
CAR525,Honda,Sedan,D-1963,2024-01-27,2025-01-26
CAR868,Mercedes,Compact,E-7985,2023-09-23,2024-09-22
CAR692,Nissan,SUV,A-5046,2024-05-21,2025-05-21
CAR381,Audi,Compact,F-4547,2023-10-31,2024-10-30
CAR814,BMW,SUV,F-7014,2022-11-22,2023-11-22
CAR282,Nissan,SUV,E-4066,2022-11-10,2023-11-10
CAR238,Mercedes,Sedan,E-6979,2024-03-24,2025-03-24
CAR755,Nissan,SUV,F-1563,2022-11-14,2023-11-14
CAR608,Mercedes,Sports,F-1885,2022-12-11,2023-12-11
CAR269,Honda,SUV,B-1319,2022-12-25,2023-12-25
CAR237,Nissan,Luxury,E-1636,2024-05-22,2025-05-22
CAR310,Mercedes,Compact,E-6361,2024-09-11,2025-09-11
CAR829,Audi,SUV,E-3539,2024-09-03,2025-09-03
CAR812,Mercedes,Luxury,E-1850,2024-03-29,2025-03-29
CAR438,Toyota,Sedan,A-2856,2024-05-14,2025-05-14
CAR619,BMW,SUV,D-3097,2023-10-18,2024-10-17
CAR887,Mercedes,Sedan,A-5210,2023-06-19,2024-06-18
CAR503,Toyota,Sports,B-2453,2024-09-16,2025-09-16
CAR667,Toyota,Sports,C-9359,2024-03-01,2025-03-01
CAR620,Audi,Luxury,D-6929,2024-03-01,2025-03-01
CAR823,Audi,Sports,D-3202,2024-04-16,2025-04-16
CAR423,Honda,Compact,A-8967,2024-01-15,2025-01-14
CAR133,Honda,Sports,B-1628,2024-06-29,2025-06-29
CAR146,Honda,SUV,E-9160,2023-08-28,2024-08-27
CAR889,Honda,Luxury,F-2887,2024-07-03,2025-07-03
CAR297,Audi,Luxury,E-2528,2023-11-13,2024-11-12
CAR260,Audi,Luxury,B-7024,2023-10-14,2024-10-13
CAR157,Nissan,SUV,C-3418,2023-04-06,2024-04-05
CAR143,Nissan,Compact,F-3663,2024-04-23,2025-04-23
CAR282,Nissan,Sedan,D-3150,2023-12-05,2024-12-04
CAR618,BMW,SUV,C-4996,2023-02-14,2024-02-14
CAR699,BMW,Sports,C-1240,2023-10-10,2024-10-09
CAR726,Mercedes,Compact,F-9602,2024-07-14,2025-07-14
CAR764,Honda,Luxury,D-4720,2023-02-16,2024-02-16
CAR990,BMW,SUV,F-1955,2023-01-14,2024-01-14
CAR177,BMW,Compact,E-9732,2024-03-03,2025-03-03
CAR837,Audi,Luxury,E-8385,2024-07-14,2025-07-14
CAR497,Mercedes,Sports,D-4059,2022-12-25,2023-12-25
CAR446,Mercedes,Sedan,F-5129,2023-10-03,2024-10-02
CAR143,Nissan,SUV,A-8183,2023-05-12,2024-05-11
CAR729,Nissan,SUV,C-6219,2024-01-07,2025-01-06
CAR179,Honda,Compact,B-9376,2023-12-21,2024-12-20
CAR109,BMW,Luxury,D-3696,2023-09-13,2024-09-12
CAR143,Honda,Sports,B-5975,2023-12-24,2024-12-23
CAR854,Mercedes,Sports,C-4395,2023-03-20,2024-03-19
CAR604,Audi,Luxury,F-3675,2023-01-20,2024-01-20
CAR203,Nissan,Sedan,D-5862,2023-09-08,2024-09-07
CAR829,Nissan,Luxury,E-7566,2023-01-12,2024-01-12
CAR223,Audi,Compact,E-8667,2024-05-03,2025-05-03
CAR439,Honda,SUV,D-2104,2024-01-11,2025-01-10
CAR265,Toyota,Compact,A-8686,2024-01-27,2025-01-26
CAR162,BMW,Sports,E-7865,2023-09-09,2024-09-08
CAR640,Audi,Sedan,F-8459,2024-05-13,2025-05-13
CAR639,Audi,Sedan,E-1344,2023-10-20,2024-10-19
