CarID,CarMake,CarModel,PlateNo,RegistrationDate,RegistrationExpiryDate
CAR242,Mercedes,SUV,B-5191,2023-07-26,2024-07-25
CAR452,Mercedes,SUV,C-1098,2023-05-26,2024-05-25
CAR575,Honda,Sports,B-1541,2024-07-01,2025-07-01
CAR211,Mercedes,Sedan,B-9956,2023-05-19,2024-05-18
CAR631,Honda,SUV,F-9227,2023-10-12,2024-10-11
CAR274,Mercedes,Sports,F-5775,2023-03-05,2024-03-04
CAR587,Toyota,SUV,C-4882,2024-09-07,2025-09-07
CAR449,Honda,Sedan,C-9252,2024-04-12,2025-04-12
CAR917,Toyota,Sedan,B-2216,2024-08-23,2025-08-23
CAR420,Audi,Sedan,A-9861,2024-10-29,2025-10-29
CAR126,Toyota,Sedan,E-2423,2023-09-01,2024-08-31
CAR500,Nissan,SUV,B-5767,2023-12-06,2024-12-05
CAR669,BMW,Compact,B-2134,2024-01-22,2025-01-21
CAR764,BMW,Sports,F-4472,2024-03-07,2025-03-07
CAR542,Audi,Luxury,E-7359,2023-11-19,2024-11-18
CAR198,Honda,Sports,A-9739,2024-02-07,2025-02-06
CAR790,BMW,Sedan,E-6584,2024-03-29,2025-03-29
CAR450,Mercedes,Sports,E-9498,2024-02-08,2025-02-07
CAR404,Nissan,Sports,C-9518,2024-03-01,2025-03-01
CAR264,BMW,Sports,B-8624,2024-07-10,2025-07-10
CAR344,Toyota,Sedan,B-4636,2024-08-20,2025-08-20
CAR158,Honda,Sports,A-1234,2024-01-13,2025-01-12
CAR543,Audi,Sports,C-9325,2024-05-31,2025-05-31
CAR879,Audi,Sports,F-5962,2023-06-09,2024-06-08
CAR640,BMW,SUV,C-4146,2024-05-23,2025-05-23
CAR481,Audi,Sports,B-1790,2024-01-03,2025-01-02
CAR740,Nissan,Compact,D-9695,2023-04-26,2024-04-25
CAR831,Toyota,Sports,A-1638,2023-09-27,2024-09-26
CAR575,Mercedes,Luxury,B-2807,2023-05-08,2024-05-07
CAR163,Nissan,Sports,F-1503,2023-01-16,2024-01-16
CAR264,Mercedes,SUV,D-2607,2024-05-12,2025-05-12
CAR610,Audi,Luxury,F-3275,2024-02-14,2025-02-13
CAR315,Mercedes,Sports,E-4107,2024-04-01,2025-04-01
CAR255,Nissan,Sedan,B-7156,2023-04-06,2024-04-05
CAR482,Nissan,SUV,F-2500,2024-04-01,2025-04-01
CAR355,Audi,SUV,D-6668,2024-02-11,2025-02-10
CAR701,Toyota,Sedan,F-1966,2023-02-25,2024-02-25
CAR814,Toyota,Sedan,D-8664,2023-09-21,2024-09-20
CAR128,BMW,Sports,D-3670,2023-04-15,2024-04-14
CAR500,Mercedes,Sedan,C-6773,2024-01-03,2025-01-02
CAR895,Mercedes,Luxury,F-1384,2023-12-16,2024-12-15
CAR949,BMW,Luxury,B-3331,2023-11-16,2024-11-15
CAR455,Honda,Luxury,D-3617,2023-02-21,2024-02-21
CAR600,BMW,SUV,B-5392,2024-07-17,2025-07-17
CAR845,Mercedes,Sports,D-9331,2024-08-01,2025-08-01
CAR234,Audi,Luxury,C-7084,2023-03-07,2024-03-06
CAR365,BMW,Luxury,D-7777,2024-06-17,2025-06-17
CAR452,Audi,Sports,B-7568,2024-02-18,2025-02-17
CAR864,Mercedes,Sports,A-2318,2024-01-22,2025-01-21
CAR406,Mercedes,Sedan,B-3208,2024-06-16,2025-06-16
CAR477,Honda,SUV,D-9947,2024-07-18,2025-07-18
CAR524,Honda,Sports,B-5069,2023-03-21,2024-03-20
CAR267,Toyota,Compact,A-6414,2024-08-21,2025-08-21
CAR458,Toyota,Luxury,A-3209,2024-06-07,2025-06-07
CAR256,Nissan,Sedan,F-1968,2024-03-28,2025-03-28
CAR771,Mercedes,SUV,D-5297,2023-02-17,2024-02-17
CAR856,Mercedes,SUV,E-3844,2024-08-03,2025-08-03
CAR836,Nissan,Luxury,B-7950,2023-08-02,2024-08-01
CAR700,Audi,Sedan,B-5576,2023-08-25,2024-08-24
CAR575,Nissan,Sports,F-1977,2024-08-31,2025-08-31
CAR767,Audi,Luxury,C-7803,2023-07-22,2024-07-21
CAR639,Mercedes,Luxury,A-4695,2023-07-28,2024-07-27
CAR902,Nissan,Luxury,F-4083,2023-01-05,2024-01-05
CAR113,Toyota,Compact,B-7525,2023-08-23,2024-08-22
CAR990,Toyota,Sports,F-1734,2024-04-24,2025-04-24
CAR281,Honda,Luxury,A-5376,2023-12-27,2024-12-26
CAR504,Mercedes,Sedan,F-3012,2023-09-05,2024-09-04
CAR620,Audi,Luxury,B-5214,2023-09-28,2024-09-27
CAR292,Nissan,Sports,E-3292,2024-07-15,2025-07-15
CAR625,Nissan,Sedan,D-2470,2023-11-23,2024-11-22
CAR668,Toyota,Luxury,E-8851,2023-04-28,2024-04-27
CAR220,Audi,Sports,D-1110,2024-05-26,2025-05-26
CAR528,Toyota,Sedan,D-4950,2024-08-04,2025-08-04
CAR540,Nissan,Sedan,A-9879,2024-10-30,2025-10-30
CAR124,Mercedes,Compact,B-7940,2023-12-08,2024-12-07
CAR657,Nissan,Sedan,E-4349,2024-04-10,2025-04-10
CAR375,BMW,Sports,C-2546,2022-12-07,2023-12-07
CAR337,Honda,Sports,F-8873,2024-06-04,2025-06-04
CAR622,Mercedes,Compact,F-1010,2024-09-19,2025-09-19
CAR421,Toyota,SUV,A-1905,2023-04-04,2024-04-03
CAR964,BMW,Luxury,E-5024,2024-04-02,2025-04-02
CAR755,Nissan,Sedan,D-1927,2024-05-31,2025-05-31
CAR811,Nissan,Sports,D-3404,2023-08-20,2024-08-19
CAR546,Audi,Compact,F-5448,2023-01-05,2024-01-05
CAR934,Mercedes,Luxury,D-6085,2024-03-30,2025-03-30
CAR328,Toyota,Sedan,D-8511,2024-01-05,2025-01-04
CAR112,Audi,Sedan,F-3372,2024-05-19,2025-05-19
CAR799,Audi,SUV,B-1898,2024-09-15,2025-09-15
CAR905,Audi,Luxury,F-1536,2022-12-13,2023-12-13
CAR804,BMW,Sedan,C-2920,2023-10-21,2024-10-20
CAR251,Nissan,Compact,E-9614,2023-05-26,2024-05-25
CAR728,Honda,Sedan,E-1730,2023-08-12,2024-08-11
CAR295,BMW,Sports,D-1312,2023-07-14,2024-07-13
CAR754,Audi,Luxury,D-1838,2023-07-30,2024-07-29
CAR739,Honda,Sports,A-3128,2023-05-21,2024-05-20
CAR841,Mercedes,Sports,C-8085,2024-07-30,2025-07-30
CAR298,Honda,Sports,C-1318,2024-01-13,2025-01-12
CAR956,Honda,Luxury,E-7707,2023-06-28,2024-06-27
CAR905,Mercedes,Compact,E-6529,2022-11-26,2023-11-26
CAR213,Toyota,Sedan,D-8548,2022-12-17,2023-12-17
CAR958,Toyota,Sedan,E-2443,2024-04-10,2025-04-10
CAR213,Mercedes,Compact,C-1370,2024-10-16,2025-10-16
CAR672,Toyota,Compact,B-9768,2023-06-16,2024-06-15
CAR118,Toyota,Sports,B-8326,2023-04-05,2024-04-04
CAR657,Audi,Compact,C-3505,2022-11-08,2023-11-08
CAR732,Audi,Sedan,D-1092,2024-02-15,2025-02-14
CAR367,Honda,SUV,F-7432,2023-10-01,2024-09-30
CAR247,Audi,Luxury,D-4610,2024-01-03,2025-01-02
CAR993,BMW,Sedan,D-1302,2023-02-14,2024-02-14
CAR531,Toyota,Compact,F-5319,2023-02-22,2024-02-22
CAR114,BMW,Sedan,D-7755,2023-02-01,2024-02-01
CAR961,Toyota,Luxury,C-4821,2024-01-18,2025-01-17
CAR517,Toyota,Sports,B-9674,2022-12-21,2023-12-21
CAR524,Audi,SUV,F-2261,2024-09-13,2025-09-13
CAR770,BMW,Compact,B-1792,2023-11-12,2024-11-11
CAR364,Honda,Luxury,E-5076,2024-07-05,2025-07-05
CAR806,Honda,Compact,D-8246,2024-07-14,2025-07-14
CAR506,Honda,SUV,C-5429,2023-07-14,2024-07-13
CAR303,Honda,Sports,F-3914,2024-06-26,2025-06-26
CAR984,Nissan,Luxury,F-9684,2024-06-25,2025-06-25
CAR147,Mercedes,Luxury,E-4310,2023-11-05,2024-11-04
CAR856,Mercedes,Luxury,C-1037,2023-09-23,2024-09-22
CAR102,Toyota,SUV,A-9503,2024-06-28,2025-06-28
CAR616,Mercedes,Luxury,C-3191,2024-01-01,2024-12-31
CAR189,BMW,Sports,E-9643,2023-02-23,2024-02-23
CAR512,Mercedes,Luxury,B-6857,2023-09-09,2024-09-08
CAR439,Mercedes,Sports,F-6496,2024-07-01,2025-07-01
CAR119,Audi,Sports,C-6081,2023-10-09,2024-10-08
CAR534,Toyota,Luxury,B-4443,2024-02-05,2025-02-04
CAR453,Honda,Sedan,F-9449,2023-10-11,2024-10-10
CAR594,Honda,Luxury,D-1352,2023-06-16,2024-06-15
CAR329,BMW,Sedan,A-9891,2023-12-30,2024-12-29
CAR914,Toyota,Sports,D-8014,2022-12-03,2023-12-03
CAR654,Audi,Sports,B-4351,2024-08-11,2025-08-11
CAR118,Toyota,Luxury,A-1895,2024-01-04,2025-01-03
CAR898,Mercedes,SUV,B-4488,2023-03-14,2024-03-13
CAR646,Mercedes,Sedan,A-6996,2024-09-22,2025-09-22
CAR350,BMW,Sedan,C-3396,2023-07-07,2024-07-06
CAR297,Mercedes,Luxury,F-1500,2023-06-16,2024-06-15
CAR824,Mercedes,Compact,A-6326,2024-04-02,2025-04-02
CAR980,Nissan,Luxury,E-4207,2022-11-10,2023-11-10
CAR891,Honda,Sedan,B-1969,2024-04-17,2025-04-17
CAR814,Mercedes,Sedan,B-2717,2023-09-25,2024-09-24
CAR640,Toyota,Sedan,D-1268,2024-07-16,2025-07-16
CAR739,Nissan,Sedan,A-3294,2023-01-16,2024-01-16
CAR412,Nissan,Luxury,C-8542,2022-11-30,2023-11-30
CAR758,Audi,SUV,D-6224,2023-11-22,2024-11-21
CAR447,Nissan,Sedan,B-4929,2023-05-02,2024-05-01
CAR860,Audi,Luxury,E-7225,2023-08-08,2024-08-07
CAR398,Toyota,Sports,A-4906,2024-02-24,2025-02-23
CAR536,Mercedes,Sports,F-3874,2024-06-08,2025-06-08
CAR690,Nissan,Sports,A-5272,2023-08-21,2024-08-20
CAR190,Nissan,Luxury,D-9039,2023-12-16,2024-12-15
CAR518,Audi,SUV,B-4525,2024-10-22,2025-10-22
CAR396,BMW,SUV,D-8534,2023-11-20,2024-11-19
CAR508,Audi,SUV,B-2905,2024-01-20,2025-01-19
CAR877,BMW,Sedan,F-1933,2023-10-04,2024-10-03
CAR927,Mercedes,Luxury,A-8608,2024-06-23,2025-06-23
CAR259,Audi,Sedan,F-6002,2023-10-07,2024-10-06
CAR520,Nissan,Luxury,F-7026,2023-11-01,2024-10-31
CAR130,BMW,SUV,A-1734,2023-03-12,2024-03-11
CAR923,Honda,Luxury,B-8646,2023-11-09,2024-11-08
CAR134,Nissan,Compact,A-7161,2024-02-20,2025-02-19
CAR341,Toyota,Luxury,D-3438,2023-06-03,2024-06-02
CAR288,Toyota,Sedan,B-5812,2022-11-13,2023-11-13
CAR333,Nissan,Compact,C-3052,2023-11-30,2024-11-29
CAR740,Mercedes,SUV,E-3805,2024-01-12,2025-01-11
CAR664,Nissan,Compact,A-1399,2023-05-22,2024-05-21
CAR172,Mercedes,SUV,D-8949,2024-05-10,2025-05-10
CAR409,BMW,SUV,B-3952,2024-06-01,2025-06-01
CAR937,Audi,Sports,E-1505,2024-07-19,2025-07-19
CAR373,Honda,Compact,A-5372,2022-11-23,2023-11-23
CAR733,Mercedes,Sedan,C-3842,2024-08-22,2025-08-22
CAR852,Toyota,Sports,B-4306,2023-08-03,2024-08-02
CAR380,Toyota,Sedan,C-9233,2024-08-27,2025-08-27
CAR117,Audi,SUV,D-1182,2024-10-04,2025-10-04
CAR478,BMW,Compact,B-1544,2024-01-28,2025-01-27
CAR447,Honda,Compact,E-4855,2023-08-09,2024-08-08
CAR778,Toyota,Compact,B-3407,2023-04-16,2024-04-15
CAR580,Audi,Sports,B-3788,2024-07-02,2025-07-02
CAR637,Toyota,Luxury,C-4237,2024-07-12,2025-07-12
CAR135,Audi,Luxury,C-3745,2023-10-13,2024-10-12
CAR448,Toyota,Sedan,E-1387,2023-10-27,2024-10-26
CAR513,Mercedes,Compact,C-4830,2023-08-19,2024-08-18
CAR679,Nissan,Compact,E-3675,2023-11-03,2024-11-02
CAR276,Mercedes,Luxury,E-8785,2024-02-17,2025-02-16
CAR985,Audi,SUV,A-2192,2024-07-31,2025-07-31
CAR870,Toyota,SUV,F-6809,2023-09-05,2024-09-04
CAR729,Nissan,Sedan,D-5025,2023-04-16,2024-04-15
CAR418,BMW,Sports,A-4896,2023-09-04,2024-09-03
CAR721,Mercedes,Sports,C-8292,2023-08-03,2024-08-02
CAR836,Toyota,Compact,F-6283,2024-06-10,2025-06-10
CAR937,BMW,Sedan,D-3902,2024-04-28,2025-04-28
CAR475,Mercedes,SUV,E-2949,2023-12-13,2024-12-12
CAR410,Toyota,Compact,E-4675,2023-09-30,2024-09-29
CAR616,BMW,Sedan,A-5547,2024-08-22,2025-08-22
CAR943,BMW,Compact,F-9646,2024-04-17,2025-04-17
CAR313,Mercedes,Sedan,B-1632,2023-08-18,2024-08-17
CAR459,Nissan,Sedan,E-2808,2022-11-10,2023-11-10
CAR608,Audi,Sports,A-1087,2023-04-26,2024-04-25
CAR246,Mercedes,Sports,F-6593,2024-05-05,2025-05-05
CAR415,Toyota,Compact,C-2473,2024-04-13,2025-04-13
CAR901,Toyota,Sedan,F-2168,2023-05-19,2024-05-18
CAR354,Toyota,Luxury,A-3120,2024-09-25,2025-09-25
CAR635,Audi,Sedan,E-6017,2024-03-12,2025-03-12
CAR490,Nissan,Compact,A-5688,2023-08-28,2024-08-27
CAR849,BMW,Sports,F-5590,2024-08-30,2025-08-30
CAR163,Honda,Sports,C-8739,2023-05-23,2024-05-22
CAR184,Honda,Sedan,D-7885,2023-03-22,2024-03-21
CAR534,Honda,Compact,D-5321,2023-12-15,2024-12-14
CAR537,Toyota,SUV,B-4706,2024-08-18,2025-08-18
CAR682,BMW,Sedan,D-6401,2023-12-05,2024-12-04
CAR841,Honda,Luxury,C-3122,2024-01-04,2025-01-03
CAR300,Toyota,Luxury,B-1874,2023-09-19,2024-09-18
CAR148,Toyota,Sports,E-8857,2022-11-12,2023-11-12
CAR837,Honda,Sports,C-9326,2022-11-24,2023-11-24
CAR317,Toyota,Compact,F-3144,2022-12-22,2023-12-22
CAR102,BMW,SUV,F-4979,2023-10-29,2024-10-28
CAR588,Toyota,SUV,C-6053,2024-04-26,2025-04-26
CAR536,Toyota,Compact,E-4445,2023-09-27,2024-09-26
CAR421,Nissan,Sports,D-2904,2024-03-15,2025-03-15
CAR164,Audi,Sports,E-8398,2024-08-13,2025-08-13
CAR315,Honda,Sports,D-9639,2024-07-03,2025-07-03
CAR690,BMW,Luxury,B-7622,2023-04-24,2024-04-23
CAR367,Audi,SUV,B-2811,2024-07-06,2025-07-06
CAR959,BMW,SUV,A-9302,2024-01-19,2025-01-18
CAR760,Audi,Luxury,B-2990,2023-06-20,2024-06-19
CAR973,Audi,SUV,F-9326,2023-04-13,2024-04-12
CAR360,Audi,Sedan,A-3709,2024-03-11,2025-03-11
CAR314,BMW,SUV,A-5816,2023-11-23,2024-11-22
CAR860,Nissan,Luxury,E-7966,2024-03-11,2025-03-11
CAR344,Toyota,Sedan,E-6337,2023-08-17,2024-08-16
CAR739,Nissan,Luxury,D-6163,2024-04-06,2025-04-06
CAR996,BMW,SUV,D-5048,2024-04-04,2025-04-04
CAR582,Honda,Luxury,D-2048,2023-11-20,2024-11-19
CAR700,Toyota,Sports,A-4582,2023-11-06,2024-11-05
CAR461,Nissan,Luxury,C-4238,2023-09-30,2024-09-29
CAR627,Mercedes,Sedan,E-2350,2023-02-26,2024-02-26
CAR399,Nissan,Compact,B-1592,2024-05-08,2025-05-08
CAR173,Honda,Sedan,C-4480,2024-11-05,2025-11-05
CAR880,BMW,Luxury,F-7424,2023-04-05,2024-04-04
CAR831,Toyota,Sports,A-1215,2024-08-07,2025-08-07
CAR324,Toyota,Sports,D-9359,2024-05-31,2025-05-31
CAR151,Toyota,Compact,F-9784,2023-06-15,2024-06-14
CAR750,Toyota,Sedan,C-7557,2023-06-13,2024-06-12
CAR705,Mercedes,SUV,E-2703,2024-03-17,2025-03-17
CAR896,Toyota,Luxury,E-2869,2024-05-19,2025-05-19
CAR390,BMW,Sedan,A-9390,2024-04-20,2025-04-20
CAR914,BMW,Sports,A-4126,2023-06-27,2024-06-26
CAR388,Nissan,Sedan,F-6806,2023-05-29,2024-05-28
CAR978,Nissan,Sports,C-5457,2023-09-16,2024-09-15
CAR183,Nissan,Compact,A-5233,2024-09-01,2025-09-01
CAR116,Audi,Luxury,C-8485,2024-03-11,2025-03-11
CAR479,Mercedes,Compact,B-7509,2022-11-11,2023-11-11
CAR321,Toyota,Luxury,B-5170,2023-04-21,2024-04-20
CAR237,Audi,Sports,B-2041,2023-09-16,2024-09-15
CAR940,Audi,SUV,C-8012,2024-02-07,2025-02-06
CAR514,Honda,Sports,A-8840,2023-08-21,2024-08-20
CAR949,Honda,Compact,D-2416,2024-07-14,2025-07-14
CAR654,Mercedes,SUV,F-1590,2023-04-09,2024-04-08
CAR993,Honda,SUV,B-3827,2024-01-22,2025-01-21
CAR562,Nissan,Sports,B-7293,2022-11-29,2023-11-29
CAR624,Nissan,Sports,D-6328,2022-12-09,2023-12-09
CAR726,BMW,Compact,D-2414,2024-09-23,2025-09-23
CAR930,Honda,Compact,F-7802,2023-11-22,2024-11-21
CAR875,Audi,Luxury,B-2275,2024-07-15,2025-07-15
CAR920,Mercedes,Sports,C-2992,2023-08-18,2024-08-17
CAR121,BMW,SUV,C-7002,2022-12-29,2023-12-29
CAR835,Honda,Sports,A-9917,2023-12-29,2024-12-28
CAR744,Toyota,Sports,F-8318,2024-02-23,2025-02-22
CAR473,Toyota,Luxury,D-3550,2024-03-18,2025-03-18
CAR969,Toyota,SUV,B-8277,2024-11-03,2025-11-03
CAR838,Honda,Sports,A-4374,2023-11-15,2024-11-14
CAR546,Honda,Sedan,A-7005,2024-03-13,2025-03-13
CAR956,Audi,Sports,C-3027,2023-06-20,2024-06-19
CAR787,Mercedes,Compact,E-5694,2022-11-22,2023-11-22
CAR738,Audi,Luxury,A-7452,2024-05-20,2025-05-20
CAR453,BMW,Sports,F-1249,2024-08-18,2025-08-18
CAR147,Honda,Luxury,C-6571,2023-07-03,2024-07-02
CAR963,Nissan,Sedan,A-8357,2023-06-11,2024-06-10
CAR670,Toyota,Sports,F-7012,2023-06-19,2024-06-18
CAR700,BMW,Compact,E-6441,2024-03-01,2025-03-01
CAR728,BMW,Compact,E-2963,2023-10-04,2024-10-03
CAR150,BMW,Luxury,E-8316,2024-02-01,2025-01-31
CAR975,Toyota,Sports,A-6319,2024-10-07,2025-10-07
CAR597,Mercedes,Compact,C-7124,2023-02-19,2024-02-19
CAR120,BMW,Sports,F-3418,2023-08-04,2024-08-03
CAR508,Toyota,Compact,B-2473,2024-01-19,2025-01-18
CAR478,Audi,Sedan,B-1879,2024-09-02,2025-09-02
CAR641,BMW,Luxury,B-2369,2024-09-24,2025-09-24
CAR475,Mercedes,Sedan,F-6322,2023-02-01,2024-02-01
CAR284,Mercedes,Compact,D-3549,2024-02-10,2025-02-09
CAR334,BMW,Sports,C-1902,2023-04-22,2024-04-21
CAR542,Nissan,Luxury,C-5322,2024-05-20,2025-05-20
CAR661,Toyota,Sedan,E-7963,2024-09-19,2025-09-19
CAR613,Mercedes,Sedan,E-6730,2023-04-19,2024-04-18
CAR479,Mercedes,Sports,B-6069,2023-09-07,2024-09-06
CAR225,BMW,Sports,B-9766,2022-12-31,2023-12-31
CAR923,Honda,Compact,F-6084,2023-08-15,2024-08-14
CAR801,Audi,Sports,A-5597,2023-05-14,2024-05-13
CAR371,Toyota,Compact,C-2317,2024-05-28,2025-05-28
CAR523,Toyota,Compact,A-6789,2024-09-24,2025-09-24
CAR893,Toyota,Sports,F-5645,2024-10-14,2025-10-14
CAR136,Toyota,Sedan,F-2595,2024-07-30,2025-07-30
CAR682,Audi,SUV,A-2640,2022-12-26,2023-12-26
CAR556,Mercedes,Compact,C-9236,2024-04-21,2025-04-21
CAR328,Audi,Compact,E-4630,2023-02-09,2024-02-09
CAR456,Honda,SUV,D-6725,2023-07-17,2024-07-16
CAR313,BMW,Luxury,B-7424,2024-01-07,2025-01-06
CAR739,Toyota,Luxury,B-7672,2024-02-02,2025-02-01
CAR212,BMW,Compact,D-2558,2023-07-08,2024-07-07
CAR597,Toyota,Sedan,A-4128,2022-12-02,2023-12-02
CAR248,Audi,SUV,D-4144,2023-09-16,2024-09-15
CAR399,Honda,Compact,E-5004,2024-01-22,2025-01-21
CAR569,Audi,SUV,F-6328,2024-06-25,2025-06-25
CAR522,Honda,Sedan,C-2723,2024-05-02,2025-05-02
CAR237,Audi,Sedan,A-5922,2024-08-31,2025-08-31
CAR271,Nissan,SUV,F-6118,2023-03-28,2024-03-27
CAR783,BMW,Luxury,D-8358,2024-05-01,2025-05-01
CAR231,Nissan,Luxury,D-8253,2023-02-28,2024-02-28
CAR452,Toyota,SUV,E-3810,2022-12-07,2023-12-07
CAR622,Honda,Luxury,F-2804,2024-08-14,2025-08-14
CAR845,BMW,SUV,E-5474,2023-03-21,2024-03-20
CAR557,Nissan,Sedan,D-9463,2024-01-29,2025-01-28
CAR650,Audi,Luxury,B-2595,2024-02-07,2025-02-06
CAR884,Audi,SUV,A-9103,2024-10-29,2025-10-29
CAR919,Mercedes,Luxury,F-5142,2023-10-07,2024-10-06
CAR912,BMW,Sedan,F-6503,2022-11-17,2023-11-17
CAR453,Mercedes,Sports,A-2000,2024-09-18,2025-09-18
CAR261,BMW,SUV,F-7384,2023-08-21,2024-08-20
CAR381,BMW,Luxury,D-9589,2024-02-10,2025-02-09
CAR816,Toyota,Luxury,C-9330,2024-07-18,2025-07-18
CAR614,Mercedes,Sports,A-8739,2023-01-02,2024-01-02
CAR373,Honda,Luxury,A-9666,2024-05-18,2025-05-18
CAR722,Toyota,Compact,F-4672,2023-06-16,2024-06-15
CAR995,Audi,Luxury,A-7460,2022-11-29,2023-11-29
CAR134,Toyota,Sedan,F-6651,2024-09-12,2025-09-12
CAR882,Honda,Sedan,A-5196,2023-11-10,2024-11-09
CAR806,Honda,Compact,C-4128,2023-03-23,2024-03-22
CAR607,Honda,Luxury,C-1132,2024-09-09,2025-09-09
CAR459,Nissan,SUV,C-6902,2024-05-22,2025-05-22
CAR917,Mercedes,SUV,B-3573,2023-10-21,2024-10-20
CAR655,Toyota,Sedan,F-7459,2023-03-28,2024-03-27
CAR717,Nissan,Compact,D-2285,2023-01-26,2024-01-26
CAR566,Honda,Compact,C-5795,2024-10-05,2025-10-05
CAR521,Nissan,Compact,A-4798,2024-03-26,2025-03-26
CAR806,Toyota,Sedan,B-8700,2023-06-27,2024-06-26
CAR138,Honda,Sedan,A-2430,2023-01-05,2024-01-05
CAR565,Mercedes,SUV,D-5494,2024-01-30,2025-01-29
CAR908,Toyota,Compact,E-8338,2024-08-17,2025-08-17
CAR378,Nissan,Sedan,F-1475,2023-04-01,2024-03-31
CAR322,Audi,Compact,E-1428,2024-10-12,2025-10-12
CAR807,Mercedes,Sedan,B-6151,2023-06-05,2024-06-04
CAR672,Mercedes,Sedan,A-6323,2023-09-08,2024-09-07
CAR168,Audi,Sports,E-7271,2023-03-25,2024-03-24
CAR480,Toyota,SUV,E-3477,2024-05-31,2025-05-31
CAR106,BMW,SUV,C-6407,2023-03-27,2024-03-26
CAR487,BMW,Sports,A-9065,2024-10-01,2025-10-01
CAR224,Nissan,Sedan,D-2300,2023-01-09,2024-01-09
CAR115,Audi,Sedan,A-7214,2024-09-24,2025-09-24
