CarID,CarMake,CarModel,PlateNo,RegistrationDate,RegistrationExpiryDate
CAR870,Toyota,SUV,A-5951,2024-07-23,2025-07-23
CAR923,BMW,Luxury,B-5788,2023-01-24,2024-01-24
CAR169,Nissan,SUV,D-7698,2022-12-15,2023-12-15
CAR481,Mercedes,Sports,A-3064,2024-10-17,2025-10-17
CAR760,Toyota,SUV,D-2276,2023-04-19,2024-04-18
CAR172,Nissan,SUV,D-4039,2024-05-07,2025-05-07
CAR852,Nissan,SUV,F-6052,2023-10-29,2024-10-28
CAR136,Mercedes,Compact,A-8227,2023-04-13,2024-04-12
CAR551,BMW,Sedan,F-2255,2023-03-20,2024-03-19
CAR304,Toyota,SUV,E-7006,2023-06-18,2024-06-17
CAR303,BMW,Sports,B-3014,2023-07-26,2024-07-25
CAR623,BMW,SUV,D-9417,2022-11-18,2023-11-18
CAR876,Nissan,Sedan,C-6405,2023-05-09,2024-05-08
CAR641,Audi,Sedan,D-6376,2023-09-08,2024-09-07
CAR749,Mercedes,Sedan,F-9529,2023-03-13,2024-03-12
CAR396,Nissan,SUV,B-7889,2024-08-25,2025-08-25
CAR731,BMW,Luxury,C-6062,2024-04-02,2025-04-02
CAR909,BMW,Luxury,E-4583,2023-12-26,2024-12-25
CAR213,Nissan,Compact,F-7979,2023-02-01,2024-02-01
CAR364,BMW,SUV,E-6495,2023-11-08,2024-11-07
CAR509,BMW,SUV,D-4550,2024-08-02,2025-08-02
CAR562,Audi,Compact,B-2486,2024-02-12,2025-02-11
CAR808,Nissan,Compact,F-6017,2023-01-18,2024-01-18
CAR482,Mercedes,SUV,E-4018,2023-09-07,2024-09-06
CAR889,Audi,Compact,E-6225,2023-09-12,2024-09-11
CAR887,Audi,Compact,E-9048,2022-12-14,2023-12-14
CAR603,Nissan,Sedan,D-2224,2022-12-07,2023-12-07
CAR670,Mercedes,SUV,F-6406,2024-01-17,2025-01-16
CAR942,Toyota,Sedan,D-7277,2024-04-24,2025-04-24
CAR227,Toyota,Sedan,B-5066,2023-07-29,2024-07-28
CAR386,Audi,SUV,B-6029,2023-05-17,2024-05-16
CAR430,BMW,Luxury,F-4664,2022-12-15,2023-12-15
CAR967,Toyota,SUV,B-6947,2024-10-22,2025-10-22
CAR377,Audi,Sports,B-9674,2023-03-31,2024-03-30
CAR968,Honda,SUV,D-6197,2023-01-28,2024-01-28
CAR477,Toyota,Sedan,C-1961,2023-12-05,2024-12-04
CAR605,Toyota,Sedan,A-7528,2023-11-01,2024-10-31
CAR371,Honda,Sports,B-3738,2023-03-14,2024-03-13
CAR431,Toyota,Sedan,C-9487,2024-05-17,2025-05-17
CAR841,Toyota,Luxury,D-4987,2022-11-26,2023-11-26
CAR837,Mercedes,Sedan,C-7369,2023-03-02,2024-03-01
CAR495,Honda,Luxury,A-8122,2023-06-06,2024-06-05
CAR542,Mercedes,Compact,E-4786,2023-09-17,2024-09-16
CAR405,Honda,Sports,B-2352,2024-04-29,2025-04-29
CAR819,Mercedes,Compact,F-6890,2023-05-08,2024-05-07
CAR697,Nissan,Luxury,C-3755,2023-09-25,2024-09-24
CAR385,Toyota,Compact,C-7282,2023-10-02,2024-10-01
CAR507,Audi,Luxury,B-2006,2024-05-18,2025-05-18
CAR349,Toyota,Luxury,A-3960,2023-12-20,2024-12-19
CAR842,BMW,Sedan,B-9666,2022-12-02,2023-12-02
CAR280,Audi,Sports,C-2613,2024-02-02,2025-02-01
CAR180,Honda,SUV,A-1186,2024-11-06,2025-11-06
CAR210,Mercedes,Compact,E-1209,2024-05-11,2025-05-11
CAR983,Audi,Sedan,A-9577,2023-10-20,2024-10-19
CAR207,BMW,SUV,A-3581,2024-03-30,2025-03-30
CAR338,BMW,Sports,E-9616,2024-06-23,2025-06-23
CAR284,Mercedes,Sports,C-7878,2024-08-04,2025-08-04
CAR472,Mercedes,Sedan,C-9819,2024-06-14,2025-06-14
CAR772,Nissan,Sedan,E-4655,2023-04-28,2024-04-27
CAR429,Toyota,Luxury,A-9708,2024-02-27,2025-02-26
CAR106,Toyota,SUV,F-1254,2024-05-30,2025-05-30
CAR708,Nissan,SUV,C-7715,2024-04-03,2025-04-03
CAR198,Honda,SUV,A-9410,2023-01-21,2024-01-21
CAR371,Toyota,SUV,D-6472,2023-04-07,2024-04-06
CAR493,Honda,SUV,C-7959,2023-12-07,2024-12-06
CAR461,Mercedes,Compact,D-2214,2024-06-09,2025-06-09
CAR804,Mercedes,Sports,F-8699,2023-11-23,2024-11-22
CAR805,Audi,Compact,A-5252,2024-01-29,2025-01-28
CAR961,Mercedes,Sports,A-2841,2023-03-17,2024-03-16
CAR121,Nissan,Sports,B-7534,2023-03-24,2024-03-23
CAR700,Audi,Luxury,D-9402,2023-04-18,2024-04-17
CAR555,Nissan,Luxury,E-9391,2023-08-28,2024-08-27
CAR186,Toyota,Compact,C-4762,2024-01-18,2025-01-17
CAR781,Mercedes,Compact,A-5001,2024-04-26,2025-04-26
CAR985,Nissan,Luxury,C-7199,2024-03-11,2025-03-11
CAR555,BMW,Luxury,A-2779,2023-04-03,2024-04-02
CAR589,Nissan,Sedan,E-5544,2023-08-08,2024-08-07
CAR158,Mercedes,Compact,D-5964,2023-10-27,2024-10-26
CAR313,Honda,Luxury,A-9763,2023-10-04,2024-10-03
CAR813,Audi,Sports,C-3751,2024-02-07,2025-02-06
CAR696,BMW,Sedan,A-2429,2024-01-31,2025-01-30
CAR915,BMW,Compact,E-7944,2023-04-13,2024-04-12
CAR885,Audi,Sedan,C-7764,2023-11-25,2024-11-24
CAR375,Toyota,Sports,F-9422,2023-08-29,2024-08-28
CAR435,BMW,Sports,C-1584,2024-09-18,2025-09-18
CAR887,Toyota,SUV,B-3572,2023-09-25,2024-09-24
CAR588,Honda,Luxury,C-2169,2023-04-17,2024-04-16
CAR986,Mercedes,SUV,C-7248,2023-11-03,2024-11-02
CAR459,BMW,Compact,A-1123,2023-11-05,2024-11-04
CAR458,BMW,Compact,A-9850,2024-07-31,2025-07-31
CAR291,Audi,Sports,D-5569,2023-04-24,2024-04-23
CAR983,Mercedes,Compact,D-1172,2023-12-07,2024-12-06
CAR750,BMW,Compact,A-3578,2024-06-02,2025-06-02
CAR717,BMW,Sedan,C-5666,2023-04-13,2024-04-12
CAR274,Nissan,Luxury,C-8724,2024-07-17,2025-07-17
CAR333,BMW,SUV,E-5558,2024-02-22,2025-02-21
CAR493,Mercedes,SUV,D-5272,2024-03-30,2025-03-30
CAR868,Mercedes,SUV,D-7093,2023-07-04,2024-07-03
CAR534,Honda,Luxury,B-9754,2024-09-25,2025-09-25
CAR112,Nissan,Luxury,F-2456,2024-01-13,2025-01-12
CAR136,Honda,SUV,F-9572,2023-12-05,2024-12-04
CAR489,BMW,Sedan,F-2510,2024-10-21,2025-10-21
CAR704,Mercedes,Sedan,C-3237,2024-02-16,2025-02-15
CAR634,Honda,Luxury,D-8614,2023-10-12,2024-10-11
CAR470,Nissan,Sports,B-7579,2024-10-10,2025-10-10
CAR563,Toyota,Compact,C-2061,2024-04-14,2025-04-14
CAR824,Mercedes,Sports,B-2866,2022-12-07,2023-12-07
CAR229,Nissan,Sedan,F-4498,2023-07-07,2024-07-06
CAR576,BMW,Compact,B-5062,2023-08-11,2024-08-10
CAR718,Toyota,Compact,C-7862,2022-12-29,2023-12-29
CAR708,Audi,Sedan,B-2515,2022-12-11,2023-12-11
CAR826,Audi,Sedan,A-6633,2024-03-08,2025-03-08
CAR693,Audi,Sedan,D-9263,2024-02-12,2025-02-11
CAR743,BMW,Luxury,C-3722,2023-12-08,2024-12-07
CAR732,Mercedes,Compact,A-2884,2022-12-17,2023-12-17
CAR331,Toyota,Sedan,F-4713,2023-11-23,2024-11-22
CAR867,BMW,Sedan,B-6296,2024-05-03,2025-05-03
CAR944,Honda,Sedan,D-3925,2023-02-03,2024-02-03
CAR757,Mercedes,Compact,F-4365,2023-07-19,2024-07-18
CAR496,Audi,Luxury,D-2153,2023-05-26,2024-05-25
CAR272,Nissan,SUV,C-7987,2023-08-07,2024-08-06
CAR734,Mercedes,Sports,F-3641,2022-11-25,2023-11-25
CAR378,Audi,Sports,B-9888,2024-04-21,2025-04-21
CAR860,Audi,Luxury,F-1432,2024-08-31,2025-08-31
CAR687,Audi,Luxury,F-6333,2023-07-06,2024-07-05
CAR717,Mercedes,Sedan,F-2273,2023-02-21,2024-02-21
CAR118,Mercedes,SUV,A-6993,2023-01-02,2024-01-02
CAR279,Toyota,Compact,F-2758,2023-03-21,2024-03-20
CAR830,Honda,Luxury,B-7235,2024-02-24,2025-02-23
CAR821,Toyota,Luxury,A-3581,2024-05-04,2025-05-04
CAR252,Audi,Luxury,E-1395,2023-05-17,2024-05-16
CAR728,Audi,Sedan,D-1511,2024-02-17,2025-02-16
CAR728,Nissan,Compact,B-9163,2024-04-01,2025-04-01
CAR820,Toyota,Compact,D-5913,2024-03-19,2025-03-19
CAR735,Mercedes,Compact,D-1347,2023-04-30,2024-04-29
CAR655,Honda,Compact,F-1679,2023-11-29,2024-11-28
CAR382,BMW,Sedan,E-2487,2022-11-23,2023-11-23
CAR364,Mercedes,Sedan,B-2373,2024-05-22,2025-05-22
CAR457,Toyota,SUV,E-7147,2022-11-09,2023-11-09
CAR200,Honda,Luxury,E-8500,2024-09-16,2025-09-16
CAR977,Nissan,Sedan,C-1261,2024-03-15,2025-03-15
CAR668,Mercedes,Luxury,F-6146,2022-11-14,2023-11-14
CAR928,Honda,SUV,B-4088,2024-06-24,2025-06-24
CAR182,Mercedes,SUV,A-1042,2024-01-01,2024-12-31
CAR833,Nissan,Compact,A-9325,2023-06-26,2024-06-25
CAR564,Audi,SUV,B-1512,2023-06-26,2024-06-25
CAR958,Audi,Sports,A-6545,2024-07-02,2025-07-02
CAR128,Audi,Sedan,B-8100,2024-01-20,2025-01-19
CAR878,Toyota,Sports,B-9705,2023-11-14,2024-11-13
CAR371,Toyota,Sports,B-7408,2024-08-11,2025-08-11
CAR591,Honda,Luxury,F-9471,2023-10-16,2024-10-15
CAR500,Audi,Sports,A-3512,2022-11-15,2023-11-15
CAR708,Audi,Sedan,B-5071,2023-06-08,2024-06-07
CAR230,BMW,Luxury,B-8656,2023-09-21,2024-09-20
CAR990,Nissan,SUV,F-2952,2023-05-15,2024-05-14
CAR991,Toyota,Compact,B-6446,2024-04-24,2025-04-24
CAR262,Nissan,Compact,B-9096,2023-10-01,2024-09-30
CAR762,Nissan,Compact,F-7731,2023-01-26,2024-01-26
CAR746,Mercedes,SUV,B-3400,2023-06-17,2024-06-16
CAR279,Nissan,SUV,F-8836,2024-08-23,2025-08-23
CAR904,Toyota,Sports,D-5788,2024-04-15,2025-04-15
CAR962,Mercedes,Compact,D-4390,2024-08-18,2025-08-18
CAR512,Mercedes,Sports,A-7136,2024-01-14,2025-01-13
CAR346,Audi,Compact,D-5021,2023-01-21,2024-01-21
CAR562,Toyota,Compact,D-6782,2023-12-16,2024-12-15
CAR313,Nissan,Sedan,E-8461,2023-10-28,2024-10-27
CAR854,Toyota,Sports,D-2477,2023-04-24,2024-04-23
CAR889,Audi,Luxury,A-7333,2023-08-10,2024-08-09
CAR175,Mercedes,Luxury,D-5592,2024-01-16,2025-01-15
CAR758,Toyota,SUV,C-6682,2022-11-12,2023-11-12
CAR907,Toyota,Sports,E-3620,2023-05-17,2024-05-16
CAR135,Nissan,Sports,F-5360,2023-02-15,2024-02-15
CAR324,Toyota,Compact,A-1744,2024-03-21,2025-03-21
CAR993,BMW,Sports,C-5490,2024-08-24,2025-08-24
CAR817,Nissan,Luxury,F-8700,2023-03-21,2024-03-20
CAR210,Audi,Sports,E-6322,2023-08-17,2024-08-16
CAR713,Audi,Sports,F-8394,2023-09-07,2024-09-06
CAR718,Audi,Luxury,C-3554,2024-03-07,2025-03-07
CAR232,BMW,Sedan,E-3322,2024-03-07,2025-03-07
CAR580,Honda,Sports,D-1800,2024-09-18,2025-09-18
CAR271,Nissan,Compact,E-2316,2023-08-07,2024-08-06
CAR352,Nissan,SUV,C-4393,2024-08-06,2025-08-06
CAR385,Audi,Luxury,E-1273,2022-11-19,2023-11-19
CAR178,Toyota,Luxury,C-1458,2023-08-30,2024-08-29
CAR314,Toyota,Luxury,D-7755,2024-09-03,2025-09-03
CAR962,BMW,Sedan,A-9718,2024-05-29,2025-05-29
CAR764,Nissan,Luxury,C-9992,2024-06-04,2025-06-04
CAR156,Nissan,Sedan,B-3902,2023-07-17,2024-07-16
CAR117,Nissan,Luxury,D-9494,2024-06-09,2025-06-09
CAR231,BMW,SUV,C-5884,2023-10-31,2024-10-30
CAR640,Nissan,Compact,D-1355,2023-08-21,2024-08-20
CAR322,Honda,Sports,C-6778,2022-12-16,2023-12-16
CAR207,Nissan,Compact,A-8236,2024-01-13,2025-01-12
CAR667,BMW,Sports,B-6811,2024-11-04,2025-11-04
CAR156,Nissan,Compact,A-8655,2023-02-02,2024-02-02
CAR995,Mercedes,Compact,A-2963,2024-11-03,2025-11-03
CAR262,Audi,Luxury,B-8412,2023-07-11,2024-07-10
CAR292,Nissan,SUV,A-8289,2024-01-19,2025-01-18
CAR612,Toyota,Luxury,D-7445,2023-06-25,2024-06-24
CAR595,Audi,Compact,F-4236,2024-09-16,2025-09-16
CAR667,Toyota,Luxury,E-1954,2023-09-04,2024-09-03
CAR842,BMW,SUV,F-3362,2024-04-05,2025-04-05
CAR452,Mercedes,Sports,F-7760,2023-09-07,2024-09-06
CAR495,Honda,Compact,C-3232,2024-01-18,2025-01-17
CAR443,Mercedes,SUV,B-4065,2023-01-20,2024-01-20
CAR841,BMW,SUV,E-3697,2023-11-14,2024-11-13
CAR907,Nissan,Sports,C-5804,2024-02-21,2025-02-20
CAR960,Audi,Luxury,C-8983,2024-04-23,2025-04-23
CAR669,Honda,SUV,E-9093,2023-11-21,2024-11-20
CAR161,Audi,SUV,D-1406,2023-05-16,2024-05-15
CAR376,BMW,Sedan,C-8443,2023-10-06,2024-10-05
CAR697,BMW,SUV,D-4158,2023-05-12,2024-05-11
CAR576,Toyota,Luxury,B-3767,2024-07-08,2025-07-08
CAR647,Audi,SUV,C-3865,2024-03-15,2025-03-15
CAR210,Nissan,Luxury,A-9606,2023-10-31,2024-10-30
CAR562,Mercedes,Luxury,A-9805,2024-03-29,2025-03-29
CAR915,Honda,Sports,A-1296,2024-10-23,2025-10-23
CAR292,Nissan,Sedan,B-2766,2022-11-26,2023-11-26
CAR612,Honda,Sports,A-1726,2023-07-25,2024-07-24
CAR210,Honda,Sports,E-6189,2023-01-10,2024-01-10
CAR829,Mercedes,Compact,E-4949,2023-08-24,2024-08-23
CAR842,Audi,Luxury,E-5660,2023-01-07,2024-01-07
CAR213,Audi,Luxury,D-6297,2024-04-22,2025-04-22
CAR200,Honda,SUV,A-6056,2024-09-24,2025-09-24
CAR832,BMW,Sports,A-1845,2023-07-12,2024-07-11
CAR210,Toyota,Sports,F-7371,2023-08-31,2024-08-30
CAR743,Audi,SUV,D-3808,2024-02-02,2025-02-01
CAR978,Toyota,Sedan,A-5096,2023-07-22,2024-07-21
CAR260,BMW,Sedan,B-5161,2024-11-06,2025-11-06
CAR624,Toyota,SUV,C-2827,2024-06-11,2025-06-11
CAR349,Toyota,Luxury,A-5793,2024-01-23,2025-01-22
CAR131,BMW,SUV,F-9603,2024-02-01,2025-01-31
CAR323,Toyota,Sedan,B-9790,2023-10-04,2024-10-03
CAR997,Mercedes,Luxury,F-2858,2023-04-14,2024-04-13
CAR869,Nissan,SUV,A-5218,2022-12-13,2023-12-13
CAR839,Honda,Compact,A-6563,2023-09-05,2024-09-04
CAR924,Mercedes,SUV,B-2170,2023-07-20,2024-07-19
CAR227,Toyota,SUV,F-4804,2023-11-27,2024-11-26
CAR224,BMW,Compact,C-3741,2024-05-13,2025-05-13
CAR930,Audi,Compact,B-5073,2024-03-31,2025-03-31
CAR202,Mercedes,SUV,F-4818,2023-01-25,2024-01-25
CAR522,BMW,Compact,F-7701,2023-05-14,2024-05-13
CAR822,Honda,Compact,F-8786,2023-09-09,2024-09-08
CAR600,Toyota,Luxury,F-3261,2023-11-09,2024-11-08
CAR627,Honda,Luxury,E-6108,2024-02-04,2025-02-03
CAR732,Toyota,Sports,F-9817,2023-05-03,2024-05-02
CAR566,Toyota,Sports,F-6185,2023-07-13,2024-07-12
CAR822,Mercedes,Sports,E-3902,2024-08-27,2025-08-27
CAR642,Mercedes,Luxury,D-6951,2024-11-01,2025-11-01
CAR153,Toyota,Compact,F-3348,2024-03-11,2025-03-11
CAR587,Honda,Luxury,E-6330,2024-08-07,2025-08-07
CAR432,Audi,Sedan,D-5663,2024-08-25,2025-08-25
CAR185,Honda,SUV,E-4158,2024-02-23,2025-02-22
CAR457,Nissan,Sedan,F-8614,2024-01-03,2025-01-02
CAR907,BMW,SUV,D-9429,2023-11-14,2024-11-13
CAR963,Audi,Sedan,D-1751,2023-03-29,2024-03-28
CAR828,Audi,Luxury,A-8536,2023-12-24,2024-12-23
CAR728,Honda,Sports,A-7682,2023-08-22,2024-08-21
CAR859,BMW,Compact,B-1166,2023-10-22,2024-10-21
CAR358,BMW,SUV,F-5821,2024-07-03,2025-07-03
CAR757,BMW,Sports,E-7600,2023-08-07,2024-08-06
CAR677,BMW,Luxury,A-6256,2023-04-18,2024-04-17
CAR780,BMW,Sedan,B-7691,2023-08-12,2024-08-11
CAR188,Mercedes,Sedan,A-5904,2024-04-23,2025-04-23
CAR582,Toyota,Luxury,D-9486,2024-11-05,2025-11-05
CAR273,Toyota,Sports,A-3714,2023-12-05,2024-12-04
CAR242,Honda,Sedan,D-7782,2024-10-15,2025-10-15
CAR433,Honda,Sports,C-7759,2024-09-13,2025-09-13
CAR531,Nissan,Sedan,E-5314,2022-11-08,2023-11-08
CAR196,Toyota,Luxury,D-2554,2024-07-20,2025-07-20
CAR851,Audi,Sports,F-5141,2024-01-05,2025-01-04
CAR283,Honda,SUV,D-9937,2024-10-08,2025-10-08
CAR607,Audi,SUV,B-9518,2023-12-22,2024-12-21
CAR382,Audi,SUV,B-6242,2023-10-27,2024-10-26
CAR188,Mercedes,Sedan,F-4503,2024-05-05,2025-05-05
CAR652,Mercedes,SUV,D-7177,2023-07-12,2024-07-11
CAR765,Mercedes,Compact,D-5672,2023-07-16,2024-07-15
CAR955,Toyota,Luxury,D-1787,2024-01-18,2025-01-17
CAR241,Audi,Sports,B-2582,2023-07-21,2024-07-20
CAR287,Toyota,Luxury,C-4972,2023-05-25,2024-05-24
CAR735,Audi,SUV,D-4043,2023-10-09,2024-10-08
CAR584,Toyota,Luxury,A-9952,2023-10-23,2024-10-22
CAR708,BMW,Compact,D-8242,2024-08-28,2025-08-28
CAR750,Toyota,Sedan,A-3598,2023-12-20,2024-12-19
CAR600,Audi,Luxury,A-3509,2024-10-09,2025-10-09
CAR926,Audi,Compact,E-9072,2023-12-15,2024-12-14
CAR554,Nissan,Compact,A-8437,2024-02-28,2025-02-27
CAR157,Nissan,Luxury,C-2772,2023-10-25,2024-10-24
CAR170,Honda,SUV,F-6651,2023-10-14,2024-10-13
CAR806,Mercedes,Sports,B-6002,2024-05-26,2025-05-26
CAR480,Mercedes,Sedan,B-1547,2023-09-29,2024-09-28
CAR238,Mercedes,Compact,E-1047,2023-06-24,2024-06-23
CAR225,Mercedes,SUV,D-7840,2022-12-03,2023-12-03
CAR883,Toyota,Sports,C-3931,2023-10-05,2024-10-04
CAR405,Mercedes,Compact,C-3984,2023-10-27,2024-10-26
CAR356,Mercedes,SUV,F-5231,2023-12-15,2024-12-14
CAR305,Audi,Sports,D-3701,2024-08-11,2025-08-11
CAR891,BMW,Sports,D-4854,2023-02-26,2024-02-26
CAR987,Audi,Sedan,B-1133,2023-01-06,2024-01-06
CAR115,Toyota,Sports,C-3255,2023-03-22,2024-03-21
CAR955,Toyota,Sedan,C-6323,2023-06-19,2024-06-18
CAR445,BMW,SUV,C-7450,2023-05-04,2024-05-03
CAR711,Audi,SUV,D-5389,2024-08-04,2025-08-04
CAR460,Honda,Compact,B-1516,2023-07-10,2024-07-09
CAR936,Nissan,Sports,B-6883,2024-05-04,2025-05-04
CAR802,Audi,Luxury,E-8921,2024-05-16,2025-05-16
CAR376,Honda,SUV,A-5707,2024-06-22,2025-06-22
CAR174,Audi,Compact,D-7617,2023-07-20,2024-07-19
CAR671,Mercedes,Luxury,E-1036,2023-03-09,2024-03-08
CAR876,Nissan,Luxury,F-4205,2023-01-12,2024-01-12
CAR654,Nissan,Sports,C-7339,2023-03-09,2024-03-08
CAR196,BMW,Compact,C-9070,2023-12-29,2024-12-28
CAR974,BMW,SUV,E-9046,2024-04-10,2025-04-10
CAR534,Honda,Sports,C-1212,2024-10-21,2025-10-21
CAR197,Nissan,Sedan,A-6319,2023-09-02,2024-09-01
CAR310,Audi,SUV,B-7874,2023-08-27,2024-08-26
CAR561,Honda,Compact,F-6377,2024-01-23,2025-01-22
CAR807,Honda,Sedan,A-9561,2023-05-23,2024-05-22
CAR490,Nissan,Sports,B-1629,2023-11-22,2024-11-21
CAR476,Audi,Compact,A-7140,2023-01-26,2024-01-26
CAR591,Toyota,SUV,E-8071,2024-07-29,2025-07-29
