CarID,CarMake,CarModel,PlateNo,RegistrationDate,RegistrationExpiryDate
CAR837,BMW,SUV,B-8541,2024-03-25,2025-03-25
CAR393,BMW,Luxury,F-9764,2024-06-02,2025-06-02
CAR245,Nissan,Sports,D-9918,2023-11-22,2024-11-21
CAR976,Audi,SUV,C-5663,2023-09-18,2024-09-17
CAR169,Audi,Sedan,A-2405,2024-02-15,2025-02-14
CAR509,Toyota,Compact,D-1673,2024-08-18,2025-08-18
CAR426,Audi,Sports,A-8256,2023-12-03,2024-12-02
CAR952,Nissan,SUV,C-7655,2024-02-02,2025-02-01
CAR710,Honda,Compact,D-8614,2024-08-13,2025-08-13
CAR994,Nissan,Sports,B-3392,2023-07-07,2024-07-06
CAR664,BMW,Compact,F-4532,2023-04-22,2024-04-21
CAR848,Honda,SUV,E-9333,2023-08-08,2024-08-07
CAR874,Nissan,SUV,B-6507,2024-10-29,2025-10-29
CAR764,Honda,Compact,B-7799,2024-01-01,2024-12-31
CAR722,BMW,Compact,C-5409,2023-06-12,2024-06-11
CAR620,Nissan,Sedan,E-6916,2024-10-08,2025-10-08
CAR300,Honda,SUV,B-4669,2023-08-27,2024-08-26
CAR588,Honda,Sports,C-4901,2022-12-18,2023-12-18
CAR818,Mercedes,Luxury,B-8297,2023-10-01,2024-09-30
CAR745,Nissan,Luxury,C-4567,2023-01-25,2024-01-25
CAR362,Toyota,SUV,E-8314,2023-07-21,2024-07-20
CAR894,Audi,Sedan,D-7304,2024-09-12,2025-09-12
CAR518,Nissan,Luxury,A-3866,2023-06-19,2024-06-18
CAR905,Audi,Luxury,F-6394,2024-02-05,2025-02-04
CAR622,Mercedes,Luxury,D-1171,2022-12-17,2023-12-17
CAR577,Honda,Sports,A-7934,2023-04-21,2024-04-20
CAR429,BMW,Luxury,A-9600,2024-11-02,2025-11-02
CAR808,Mercedes,Sedan,D-1645,2024-07-01,2025-07-01
CAR228,BMW,SUV,D-5030,2024-02-28,2025-02-27
CAR491,Mercedes,SUV,E-1669,2024-05-17,2025-05-17
CAR920,Audi,Compact,D-6604,2023-02-26,2024-02-26
CAR337,BMW,SUV,E-9235,2023-02-07,2024-02-07
CAR318,Audi,SUV,E-6462,2023-01-23,2024-01-23
CAR133,Nissan,SUV,F-2454,2024-10-06,2025-10-06
CAR988,Audi,Luxury,F-8154,2023-09-08,2024-09-07
CAR245,Toyota,Luxury,C-5724,2023-01-31,2024-01-31
CAR675,Audi,SUV,C-7688,2023-07-25,2024-07-24
CAR414,Audi,SUV,C-4940,2022-12-16,2023-12-16
CAR850,Audi,Compact,C-5724,2022-12-02,2023-12-02
CAR573,Toyota,Compact,F-2159,2024-03-20,2025-03-20
CAR113,Mercedes,SUV,B-4060,2024-07-19,2025-07-19
CAR742,Audi,Compact,A-9829,2024-03-10,2025-03-10
CAR156,Nissan,SUV,B-8659,2023-11-02,2024-11-01
CAR143,BMW,Compact,F-2558,2022-11-14,2023-11-14
CAR583,Toyota,Luxury,B-1049,2024-03-12,2025-03-12
CAR891,Mercedes,SUV,D-7809,2024-05-10,2025-05-10
CAR642,Audi,Sports,E-7537,2024-02-19,2025-02-18
CAR807,Mercedes,Sports,D-2437,2024-06-22,2025-06-22
CAR943,Nissan,Sports,E-9698,2023-01-01,2024-01-01
CAR306,Mercedes,SUV,C-2365,2023-04-28,2024-04-27
CAR300,BMW,Luxury,C-7851,2023-08-19,2024-08-18
CAR379,Audi,Compact,E-5118,2023-06-07,2024-06-06
CAR624,Nissan,SUV,B-3709,2024-08-18,2025-08-18
CAR210,Nissan,Sports,E-5902,2024-03-13,2025-03-13
CAR771,Nissan,Sports,D-5601,2023-02-16,2024-02-16
CAR716,Mercedes,Luxury,A-6102,2023-04-26,2024-04-25
CAR845,BMW,Sports,F-8746,2024-07-08,2025-07-08
CAR710,BMW,Sports,C-8205,2024-02-03,2025-02-02
CAR219,Toyota,Luxury,E-3404,2024-09-10,2025-09-10
CAR779,BMW,Sports,C-4041,2023-09-11,2024-09-10
CAR862,Honda,Sedan,D-3516,2024-06-23,2025-06-23
CAR670,Mercedes,Sports,F-1339,2024-06-28,2025-06-28
CAR882,Audi,Compact,C-6254,2022-11-20,2023-11-20
CAR934,Nissan,Sedan,C-3331,2024-07-13,2025-07-13
CAR402,Honda,Sports,F-9790,2022-12-25,2023-12-25
CAR758,Nissan,Sports,E-3814,2024-09-14,2025-09-14
CAR962,BMW,Sports,C-4722,2023-04-10,2024-04-09
CAR939,Audi,Luxury,D-1500,2024-05-30,2025-05-30
CAR756,Honda,Sports,D-7702,2023-02-04,2024-02-04
CAR263,Audi,Compact,C-5761,2024-06-06,2025-06-06
CAR913,Audi,Sedan,C-7588,2023-09-21,2024-09-20
CAR668,Toyota,Luxury,B-6801,2023-07-26,2024-07-25
CAR898,Mercedes,Luxury,B-6828,2022-11-25,2023-11-25
CAR420,Mercedes,Luxury,A-3435,2023-05-22,2024-05-21
CAR239,Toyota,Sports,B-3605,2023-09-30,2024-09-29
CAR657,Toyota,Compact,D-4327,2022-12-13,2023-12-13
CAR782,Audi,Compact,E-9610,2023-01-17,2024-01-17
CAR114,Mercedes,SUV,A-9220,2022-12-30,2023-12-30
CAR335,Audi,Compact,C-2075,2024-08-04,2025-08-04
CAR491,BMW,Luxury,D-3439,2023-09-11,2024-09-10
CAR113,Audi,Luxury,E-5852,2023-11-21,2024-11-20
CAR122,Audi,Sports,E-3155,2023-03-20,2024-03-19
CAR513,Nissan,Luxury,B-8409,2023-04-23,2024-04-22
CAR703,Mercedes,SUV,E-5228,2024-10-22,2025-10-22
CAR306,Toyota,Sports,C-9507,2022-12-21,2023-12-21
CAR703,Nissan,Luxury,F-7713,2022-12-12,2023-12-12
CAR816,Toyota,Sedan,C-9199,2023-05-09,2024-05-08
CAR670,BMW,Compact,F-9693,2024-10-30,2025-10-30
CAR521,Audi,Luxury,A-8649,2023-08-11,2024-08-10
CAR653,Toyota,Sports,D-7900,2023-02-20,2024-02-20
CAR629,Nissan,SUV,C-9439,2023-10-09,2024-10-08
CAR807,Toyota,SUV,F-7681,2023-11-29,2024-11-28
CAR431,Nissan,Sedan,D-5034,2022-12-17,2023-12-17
CAR522,BMW,Compact,F-7647,2023-03-19,2024-03-18
CAR809,Toyota,Compact,F-9169,2023-05-03,2024-05-02
CAR742,BMW,SUV,D-9989,2023-09-11,2024-09-10
CAR873,Toyota,Luxury,E-8995,2024-02-21,2025-02-20
CAR621,Audi,Sedan,B-7616,2023-06-24,2024-06-23
CAR515,Audi,Sedan,D-3392,2024-03-22,2025-03-22
CAR657,BMW,Luxury,C-5338,2024-11-02,2025-11-02
CAR936,Mercedes,Compact,C-3503,2023-11-12,2024-11-11
CAR166,Toyota,Luxury,C-8122,2023-04-01,2024-03-31
CAR208,BMW,Sports,C-6307,2024-03-23,2025-03-23
CAR520,Nissan,Luxury,E-5333,2024-07-14,2025-07-14
CAR736,Toyota,Luxury,A-3642,2023-10-01,2024-09-30
CAR137,Audi,Sports,E-4023,2023-04-08,2024-04-07
CAR997,Toyota,Compact,D-2673,2022-12-19,2023-12-19
CAR809,Nissan,Compact,F-3009,2023-07-16,2024-07-15
CAR924,BMW,Luxury,F-5509,2024-07-19,2025-07-19
CAR183,Toyota,Luxury,B-7543,2024-05-25,2025-05-25
CAR449,Honda,Compact,D-6103,2024-04-08,2025-04-08
CAR728,Audi,Compact,D-3437,2023-04-04,2024-04-03
CAR330,Nissan,Luxury,D-6303,2022-12-30,2023-12-30
CAR776,Mercedes,Sedan,E-2031,2023-04-14,2024-04-13
CAR693,BMW,Sedan,B-6502,2023-02-19,2024-02-19
CAR515,Toyota,SUV,C-1495,2023-06-22,2024-06-21
CAR457,Audi,Compact,D-1005,2022-12-03,2023-12-03
CAR404,Honda,SUV,E-1063,2023-03-31,2024-03-30
CAR589,Toyota,SUV,A-3196,2024-01-23,2025-01-22
CAR496,Toyota,SUV,B-2134,2023-07-24,2024-07-23
CAR513,Honda,Luxury,A-5595,2024-09-14,2025-09-14
CAR807,Mercedes,Luxury,E-9419,2023-03-15,2024-03-14
CAR633,Toyota,Sedan,D-9034,2024-10-06,2025-10-06
CAR918,Toyota,Sports,C-4953,2023-01-29,2024-01-29
CAR257,Nissan,Luxury,D-6869,2023-11-27,2024-11-26
CAR270,Nissan,Compact,D-8349,2023-12-30,2024-12-29
CAR995,BMW,Compact,F-5494,2022-12-14,2023-12-14
CAR568,BMW,Sedan,E-4975,2024-08-29,2025-08-29
CAR826,Toyota,Compact,A-3080,2024-10-20,2025-10-20
CAR514,Nissan,Compact,A-4217,2023-04-20,2024-04-19
CAR637,Nissan,Sedan,B-8672,2024-03-30,2025-03-30
CAR621,Mercedes,Compact,E-8384,2023-03-03,2024-03-02
CAR924,Audi,Sports,E-6143,2024-08-14,2025-08-14
CAR857,Nissan,Sedan,C-3925,2023-02-27,2024-02-27
CAR271,Audi,Sedan,F-4593,2024-04-29,2025-04-29
CAR124,Mercedes,Sedan,B-8229,2024-02-12,2025-02-11
CAR824,Audi,Luxury,A-7118,2024-01-08,2025-01-07
CAR334,BMW,Sports,D-6178,2022-12-09,2023-12-09
CAR962,Honda,SUV,C-1635,2024-07-03,2025-07-03
CAR646,Audi,Sedan,C-3166,2024-01-17,2025-01-16
CAR690,Mercedes,Sports,A-7047,2024-03-16,2025-03-16
CAR436,Nissan,Sports,E-2030,2024-09-15,2025-09-15
CAR964,BMW,SUV,C-9209,2024-05-15,2025-05-15
CAR674,Nissan,Compact,F-5563,2023-08-02,2024-08-01
CAR120,Toyota,Sports,A-1588,2024-03-11,2025-03-11
CAR896,Nissan,Luxury,E-7927,2023-02-04,2024-02-04
CAR920,BMW,Sedan,F-4037,2023-10-01,2024-09-30
CAR954,Honda,Luxury,A-9359,2024-07-23,2025-07-23
CAR738,Mercedes,Compact,A-2897,2024-02-18,2025-02-17
CAR944,Honda,Luxury,E-5080,2023-11-28,2024-11-27
CAR272,Honda,Sports,C-4209,2023-05-20,2024-05-19
CAR530,Toyota,Sedan,E-4716,2024-08-05,2025-08-05
CAR575,Honda,Sports,F-1397,2023-10-12,2024-10-11
CAR532,Nissan,SUV,E-9449,2023-08-14,2024-08-13
CAR415,BMW,Compact,D-3120,2024-07-28,2025-07-28
CAR165,Toyota,SUV,D-7662,2023-04-28,2024-04-27
CAR684,Mercedes,Luxury,B-5760,2024-06-02,2025-06-02
CAR604,BMW,Compact,D-4121,2023-09-05,2024-09-04
CAR489,Audi,Sports,A-4728,2023-01-28,2024-01-28
CAR213,Toyota,Compact,A-6163,2023-04-09,2024-04-08
CAR543,Mercedes,Sports,E-7182,2024-07-20,2025-07-20
CAR915,Honda,Sedan,C-2299,2024-08-07,2025-08-07
CAR829,Audi,Sports,B-6327,2023-09-02,2024-09-01
CAR607,Nissan,SUV,E-7489,2023-04-01,2024-03-31
CAR882,Toyota,SUV,E-9892,2024-04-07,2025-04-07
CAR686,Toyota,Sedan,D-3539,2024-04-03,2025-04-03
CAR866,Nissan,Sports,F-2508,2024-08-16,2025-08-16
CAR511,BMW,SUV,D-6588,2022-12-18,2023-12-18
CAR670,Nissan,Luxury,D-3890,2024-02-05,2025-02-04
CAR989,Toyota,Luxury,E-8270,2023-05-05,2024-05-04
CAR372,Toyota,Compact,A-5414,2024-06-30,2025-06-30
CAR650,BMW,Luxury,F-2435,2024-09-02,2025-09-02
CAR951,BMW,SUV,E-5017,2024-07-24,2025-07-24
CAR615,BMW,Compact,B-5603,2024-09-17,2025-09-17
CAR517,Nissan,Luxury,C-2741,2024-07-19,2025-07-19
CAR279,Honda,Sedan,C-4633,2023-07-15,2024-07-14
CAR229,Nissan,Compact,F-5688,2023-08-05,2024-08-04
CAR855,Mercedes,Luxury,C-5537,2024-10-21,2025-10-21
CAR141,Audi,SUV,E-4055,2023-11-03,2024-11-02
CAR125,Audi,SUV,D-3895,2022-12-12,2023-12-12
CAR526,Toyota,Compact,D-6110,2023-10-28,2024-10-27
CAR263,Nissan,Sedan,F-4051,2023-01-11,2024-01-11
CAR814,Audi,Sports,E-8213,2023-12-28,2024-12-27
CAR830,Mercedes,Luxury,E-3757,2024-04-29,2025-04-29
CAR436,BMW,SUV,C-2460,2024-03-23,2025-03-23
CAR156,Toyota,Compact,A-3821,2022-11-18,2023-11-18
CAR407,Audi,Compact,C-7246,2024-06-11,2025-06-11
CAR139,Honda,Luxury,A-3368,2023-03-05,2024-03-04
CAR218,Audi,Luxury,B-5364,2023-09-06,2024-09-05
CAR653,BMW,SUV,C-6733,2022-12-25,2023-12-25
CAR609,Audi,Compact,A-4116,2023-10-18,2024-10-17
CAR558,Toyota,Compact,E-9797,2024-08-24,2025-08-24
CAR865,Nissan,Sports,C-4930,2022-11-19,2023-11-19
CAR219,BMW,SUV,E-5989,2023-01-28,2024-01-28
CAR251,Mercedes,Sports,C-1018,2023-09-25,2024-09-24
CAR620,Mercedes,Compact,C-3060,2024-02-02,2025-02-01
CAR304,Mercedes,Luxury,C-3054,2024-04-30,2025-04-30
CAR571,Nissan,Sedan,C-6660,2023-07-30,2024-07-29
CAR178,Audi,Sports,E-3684,2024-10-08,2025-10-08
CAR307,Audi,SUV,B-7947,2023-11-13,2024-11-12
CAR701,Nissan,Sedan,A-3119,2023-07-28,2024-07-27
CAR384,Audi,Compact,C-9520,2022-11-27,2023-11-27
CAR247,Audi,Sports,B-7714,2023-06-12,2024-06-11
CAR511,Mercedes,Sports,B-9729,2023-02-10,2024-02-10
CAR363,Audi,SUV,C-4984,2023-11-21,2024-11-20
CAR561,BMW,Compact,A-6006,2023-06-13,2024-06-12
CAR540,Toyota,Luxury,B-8648,2023-04-26,2024-04-25
CAR702,Audi,Compact,D-2989,2024-02-15,2025-02-14
CAR439,BMW,SUV,F-4331,2023-12-08,2024-12-07
CAR649,Nissan,SUV,B-2412,2023-08-12,2024-08-11
CAR684,Audi,SUV,D-8106,2023-11-26,2024-11-25
CAR219,Honda,Luxury,F-6146,2024-09-19,2025-09-19
CAR185,BMW,Compact,B-4645,2024-08-20,2025-08-20
CAR102,BMW,Sedan,C-9669,2023-09-08,2024-09-07
CAR611,Nissan,Luxury,F-6467,2023-07-24,2024-07-23
CAR637,Toyota,Compact,D-2548,2023-05-12,2024-05-11
CAR126,Mercedes,Sedan,A-7485,2024-06-08,2025-06-08
CAR648,Nissan,SUV,A-9632,2024-09-12,2025-09-12
CAR213,Mercedes,Sedan,E-5808,2023-12-21,2024-12-20
CAR694,Mercedes,Sedan,D-8040,2023-10-10,2024-10-09
CAR200,Toyota,Compact,F-6724,2023-04-12,2024-04-11
CAR758,Nissan,Compact,D-4856,2024-05-31,2025-05-31
CAR211,Mercedes,Sports,A-2560,2024-07-18,2025-07-18
CAR516,Mercedes,Sedan,B-8381,2023-02-11,2024-02-11
CAR544,Mercedes,SUV,E-9246,2023-08-14,2024-08-13
CAR298,Nissan,Sports,E-7543,2024-08-28,2025-08-28
CAR763,Honda,Compact,B-8487,2023-09-21,2024-09-20
CAR914,Nissan,Sedan,D-5102,2024-02-14,2025-02-13
CAR914,Toyota,Compact,A-4025,2023-01-26,2024-01-26
CAR652,Nissan,Luxury,F-9962,2023-09-29,2024-09-28
CAR175,BMW,Compact,E-7556,2024-06-12,2025-06-12
CAR779,Toyota,SUV,E-9235,2024-09-13,2025-09-13
CAR895,BMW,Compact,D-2365,2024-10-14,2025-10-14
CAR930,Audi,Luxury,F-5062,2024-02-01,2025-01-31
CAR871,Audi,Luxury,F-6835,2024-10-11,2025-10-11
CAR762,Nissan,Compact,A-1391,2024-07-28,2025-07-28
CAR906,Audi,SUV,E-7145,2023-10-27,2024-10-26
CAR158,BMW,Compact,F-6922,2022-12-03,2023-12-03
CAR325,BMW,Luxury,F-6326,2024-07-30,2025-07-30
CAR221,Audi,Luxury,A-9104,2023-11-17,2024-11-16
CAR571,Honda,Luxury,B-3494,2023-10-07,2024-10-06
CAR929,Audi,Compact,D-4746,2023-07-28,2024-07-27
CAR380,Audi,Luxury,E-4341,2024-05-30,2025-05-30
CAR458,Mercedes,SUV,B-5569,2023-04-21,2024-04-20
CAR449,Toyota,Sedan,A-8615,2024-08-31,2025-08-31
CAR907,Audi,Sports,A-6916,2024-08-28,2025-08-28
CAR436,Nissan,Compact,D-2932,2023-10-28,2024-10-27
CAR724,Honda,Compact,B-2591,2024-04-22,2025-04-22
CAR861,BMW,Luxury,D-5018,2024-02-13,2025-02-12
CAR894,Nissan,SUV,E-2006,2023-06-27,2024-06-26
CAR874,BMW,Compact,D-8573,2024-09-04,2025-09-04
CAR921,Nissan,Luxury,F-1831,2023-06-02,2024-06-01
CAR436,Audi,Luxury,C-9320,2023-09-11,2024-09-10
CAR803,Nissan,Luxury,E-5759,2024-04-11,2025-04-11
CAR448,Mercedes,SUV,F-8376,2023-07-24,2024-07-23
CAR285,Honda,Sedan,B-9921,2023-01-31,2024-01-31
CAR450,Toyota,SUV,D-6479,2024-10-04,2025-10-04
CAR736,Audi,Sports,E-5137,2023-09-21,2024-09-20
CAR414,Toyota,SUV,A-1856,2023-04-08,2024-04-07
CAR394,Toyota,SUV,A-3480,2024-07-17,2025-07-17
CAR401,Toyota,Compact,A-5765,2024-05-01,2025-05-01
CAR413,Honda,Luxury,F-7819,2024-03-14,2025-03-14
CAR256,Mercedes,Sports,D-1101,2023-09-30,2024-09-29
CAR851,Mercedes,Compact,A-1777,2023-03-20,2024-03-19
CAR131,Honda,Luxury,B-7520,2024-02-05,2025-02-04
CAR864,Mercedes,Compact,F-5927,2023-05-11,2024-05-10
CAR468,Mercedes,SUV,A-7030,2024-08-14,2025-08-14
CAR859,BMW,Sedan,B-6913,2023-11-13,2024-11-12
CAR914,Audi,Sports,F-6782,2023-01-09,2024-01-09
CAR871,Mercedes,Sedan,C-8626,2023-03-08,2024-03-07
CAR650,Honda,Sports,F-1815,2024-01-24,2025-01-23
CAR399,Nissan,SUV,D-5072,2023-04-15,2024-04-14
CAR571,Mercedes,Sports,E-3265,2023-09-30,2024-09-29
CAR895,Toyota,Sedan,E-1968,2024-01-28,2025-01-27
CAR247,Audi,Sedan,D-2681,2023-07-02,2024-07-01
CAR553,Nissan,Compact,D-5413,2024-06-27,2025-06-27
CAR780,Mercedes,Sedan,B-3454,2024-06-17,2025-06-17
CAR635,BMW,Sports,A-2636,2024-02-01,2025-01-31
CAR750,Toyota,Sedan,E-2465,2024-06-21,2025-06-21
CAR286,Mercedes,Sedan,C-7214,2024-05-08,2025-05-08
CAR670,Toyota,Compact,A-3052,2024-07-08,2025-07-08
CAR901,Audi,Sports,C-8771,2023-09-19,2024-09-18
CAR547,Audi,Compact,B-8794,2023-07-05,2024-07-04
CAR192,Honda,Luxury,D-3941,2024-05-25,2025-05-25
CAR199,Toyota,Luxury,C-1388,2024-05-06,2025-05-06
CAR822,Mercedes,SUV,C-8255,2024-04-14,2025-04-14
CAR190,Nissan,Sedan,F-8394,2023-11-12,2024-11-11
CAR492,Honda,Compact,E-8691,2024-06-03,2025-06-03
CAR552,Nissan,SUV,E-3449,2024-02-10,2025-02-09
CAR175,Nissan,Compact,A-7336,2023-01-30,2024-01-30
CAR828,Audi,Sports,B-4058,2023-07-21,2024-07-20
CAR263,Honda,SUV,B-9052,2024-07-05,2025-07-05
CAR180,Toyota,Sports,B-7784,2024-10-01,2025-10-01
CAR916,BMW,Sedan,D-2460,2023-03-29,2024-03-28
CAR808,Toyota,SUV,D-7941,2024-09-18,2025-09-18
CAR975,Nissan,Compact,C-4417,2023-12-19,2024-12-18
CAR678,BMW,Compact,C-2634,2023-10-01,2024-09-30
CAR262,Mercedes,Compact,B-8533,2023-07-13,2024-07-12
